p,q,f,out
700,984,7,1684
870,543,7,1413
686,845,10,1531
408,78,4,486
421,959,8,1380
504,272,7,776
745,323,5,1068
39,743,1,782
835,901,7,1736
236,663,9,899
435,304,10,739
733,765,5,1498
809,547,3,1356
474,719,6,1193
27,0,4,27
299,303,3,602
216,735,1,951
817,132,9,949
566,259,5,825
761,31,8,792
646,990,4,1636
690,97,4,787
590,247,4,837
293,405,1,698
37,190,10,227
337,295,3,632
306,659,8,965
746,739,4,1485
899,626,9,1525
563,20,4,583
970,448,5,1418
560,256,1,816
681,89,3,770
789,963,4,1752
130,754,5,884
542,52,2,594
780,787,2,1567
876,389,1,1265
473,882,1,1355
424,153,3,577
904,946,4,1850
760,571,2,1331
236,483,1,719
574,100,3,674
350,630,1,980
464,805,9,1269
825,911,10,1736
263,362,6,625
371,395,7,766
660,397,2,1057
86,725,9,811
560,945,8,1505
933,400,8,1333
291,713,7,1004
310,122,3,432
347,651,9,998
277,954,6,1231
713,638,4,1351
342,133,10,475
402,43,7,445
176,544,4,720
415,852,10,1267
921,732,6,1653
327,516,2,843
787,572,8,1359
365,385,5,750
369,423,6,792
333,97,10,430
895,41,1,936
407,378,7,785
872,52,10,924
656,401,10,1057
712,872,9,1584
725,61,3,786
672,711,6,1383
60,988,4,1048
709,264,10,973
235,888,9,1123
179,474,7,653
76,969,2,1045
558,163,3,721
315,943,4,1258
272,299,1,571
520,513,5,1033
780,260,7,1040
662,918,10,1580
543,918,2,1461
146,758,4,904
887,750,7,1637
962,49,8,1011
169,165,6,334
725,63,1,788
633,938,1,1571
11,617,1,628
963,100,3,1063
530,465,9,995
746,561,8,1307
296,780,6,1076
756,456,9,1212
28,394,1,422
870,193,9,1063
992,179,5,1171
686,276,2,962
268,603,4,871
719,850,9,1569
769,955,5,1724
417,458,9,875
820,15,4,835
273,371,8,644
341,787,1,1128
148,641,4,789
836,782,6,1618
365,957,3,1322
786,229,1,1015
703,268,4,971
662,934,6,1596
126,7,8,133
667,644,4,1311
651,103,2,754
153,497,8,650
416,796,2,1212
523,993,6,1516
383,22,1,405
975,661,1,1636
504,272,9,776
89,349,2,438
260,606,5,866
977,888,10,1865
589,735,8,1324
569,410,5,979
604,49,6,653
469,910,4,1379
824,3,3,827
889,139,5,1028
175,161,7,336
345,242,1,587
276,783,9,1059
59,760,10,819
844,922,8,1766
246,684,6,930
331,770,2,1101
875,942,5,1817
937,339,2,1276
721,47,3,768
752,104,3,856
569,497,2,1066
286,584,1,870
344,532,8,876
315,318,6,633
490,365,1,855
540,343,8,883
833,248,4,1081
456,842,10,1298
602,553,2,1155
397,848,6,1245
546,203,8,749
292,527,4,819
36,979,4,1015
680,161,3,841
943,113,7,1056
354,789,8,1143
866,535,6,1401
416,262,9,678
265,879,2,1144
620,326,3,946
358,299,2,657
633,28,2,661
807,769,4,1576
788,640,5,1428
843,765,4,1608
465,366,9,831
913,641,7,1554
612,18,4,630
618,435,5,1053
454,491,2,945
409,761,10,1170
981,73,2,1054
767,260,9,1027
839,300,5,1139
125,987,9,1112
471,38,10,509
364,259,8,623
449,56,8,505
131,595,7,726
661,67,10,728
788,917,7,1705
911,414,8,1325
798,221,6,1019
202,253,4,455
630,610,9,1240
145,454,2,599
443,5,7,448
624,350,1,974
548,57,5,605
363,813,3,1176
291,96,8,387
976,296,5,1272
743,817,4,1560
95,359,2,454
526,241,5,767
225,858,10,1083
513,113,9,626
398,315,9,713
485,705,8,1190
462,373,8,835
78,16,5,94
750,580,1,1330
234,602,7,836
723,334,4,1057
658,652,2,1310
858,246,3,1104
565,124,6,689
472,617,1,1089
770,28,5,798
970,267,3,1237
193,856,6,1049
815,254,1,1069
150,862,8,1012
4,420,1,424
533,561,1,1094
366,312,9,678
706,568,8,1274
625,469,1,1094
643,383,5,1026
56,865,2,921
824,912,2,1736
299,765,7,1064
421,59,9,480
312,801,1,1113
628,817,8,1445
621,599,3,1220
216,36,9,252
735,390,1,1125
794,717,2,1511
675,412,10,1087
812,578,7,1390
677,409,9,1086
24,119,5,143
649,545,8,1194
246,780,9,1026
866,839,2,1705
685,942,1,1627
406,552,6,958
817,374,5,1191
501,965,6,1466
979,163,1,1142
789,919,2,1708
620,913,5,1533
121,376,5,497
259,697,5,956
630,255,2,885
327,21,1,348
573,327,8,900
236,928,9,1164
462,690,10,1152
49,13,1,62
135,197,1,332
242,941,10,1183
953,672,10,1625
863,460,1,1323
920,453,9,1373
596,559,5,1155
237,640,7,877
685,125,5,810
797,703,3,1500
971,228,2,1199
629,517,5,1146
263,959,10,1222
367,876,10,1243
740,143,10,883
458,160,4,618
736,180,2,916
772,290,9,1062
734,704,8,1438
511,383,9,894
377,745,7,1122
679,619,3,1298
871,503,1,1374
790,962,7,1752
132,340,2,472
425,282,1,707
381,541,6,922
55,399,7,454
271,976,4,1247
331,557,1,888
762,719,7,1481
831,504,5,1335
836,249,2,1085
230,251,3,481
462,4,5,466
691,251,9,942
394,858,6,1252
287,390,1,677
112,473,7,585
272,282,9,554
554,57,10,611
145,928,8,1073
302,130,8,432
403,504,6,907
687,686,10,1373
227,92,4,319
998,220,3,1218
521,959,7,1480
274,835,9,1109
283,501,6,784
27,773,5,800
269,134,1,403
10,90,4,100
539,37,2,576
725,652,6,1377
469,624,2,1093
320,563,3,883
350,901,10,1251
368,291,3,659
59,33,6,92
194,669,5,863
676,560,9,1236
336,335,6,671
967,737,6,1704
319,890,7,1209
419,533,10,952
569,939,2,1508
355,593,7,948
980,202,6,1182
508,763,5,1271
535,804,2,1339
782,441,2,1223
51,160,3,211
402,818,10,1220
814,138,2,952
274,942,3,1216
833,708,2,1541
955,680,10,1635
728,313,10,1041
887,550,10,1437
751,561,5,1312
477,609,8,1086
617,601,8,1218
225,914,8,1139
990,126,4,1116
96,46,4,142
159,588,3,747
683,61,4,744
714,334,10,1048
516,49,10,565
400,197,3,597
766,227,7,993
330,577,9,907
155,73,6,228
703,763,9,1466
27,827,3,854
233,126,3,359
906,578,10,1484
205,526,10,731
433,987,7,1420
698,712,9,1410
840,344,2,1184
778,871,10,1649
671,580,1,1251
200,503,5,703
29,761,3,790
821,201,7,1022
526,756,9,1282
394,428,5,822
800,751,2,1551
264,4,9,268
545,184,4,729
373,306,1,679
38,46,5,84
661,703,9,1364
911,697,3,1608
338,94,2,432
452,78,3,530
387,506,3,893
515,467,1,982
700,558,5,1258
114,380,8,494
729,570,7,1299
266,749,3,1015
329,232,1,561
300,222,4,522
477,416,2,893
223,1,2,224
769,115,2,884
418,169,3,587
919,270,1,1189
478,535,4,1013
622,910,6,1532
301,567,2,868
714,422,3,1136
520,617,1,1137
241,24,10,265
686,642,8,1328
53,660,9,713
401,81,7,482
662,200,5,862
229,857,9,1086
232,198,3,430
186,37,9,223
529,435,8,964
550,429,2,979
276,578,4,854
92,632,10,724
448,84,6,532
378,556,10,934
395,465,1,860
347,7,10,354
282,68,9,350
332,886,8,1218
881,334,7,1215
659,893,3,1552
428,59,10,487
137,205,6,342
119,719,5,838
188,955,9,1143
617,544,9,1161
985,35,6,1020
390,508,8,898
393,218,6,611
387,633,6,1020
525,308,6,833
352,408,9,760
46,270,5,316
164,477,3,641
886,267,8,1153
858,249,7,1107
613,802,4,1415
256,190,9,446
133,375,2,508
876,147,4,1023
917,368,6,1285
883,703,8,1586
714,659,5,1373
793,755,5,1548
809,123,9,932
820,626,1,1446
308,904,8,1212
420,916,8,1336
807,842,7,1649
989,559,8,1548
703,429,8,1132
666,937,5,1603
906,353,7,1259
31,426,2,457
317,805,5,1122
265,890,6,1155
699,142,3,841
383,925,4,1308
336,317,3,653
881,310,7,1191
335,600,9,935
273,219,10,492
901,182,7,1083
183,684,4,867
746,219,1,965
723,133,3,856
588,194,2,782
909,268,6,1177
627,22,4,649
139,677,4,816
505,670,2,1175
647,505,4,1152
164,545,6,709
943,581,2,1524
527,781,6,1308
693,964,8,1657
583,814,10,1397
59,273,10,332
287,584,6,871
120,319,9,439
557,478,6,1035
387,750,2,1137
210,269,8,479
586,700,1,1286
375,773,10,1148
283,396,3,679
631,848,9,1479
86,894,1,980
589,24,9,613
472,541,2,1013
480,673,5,1153
643,718,2,1361
928,187,5,1115
406,460,4,866
607,644,7,1251
254,356,2,610
320,902,6,1222
231,801,4,1032
790,723,6,1513
812,477,4,1289
780,7,9,787
615,541,6,1156
951,627,4,1578
582,830,7,1412
588,718,8,1306
921,73,1,994
200,682,5,882
204,79,6,283
463,462,1,925
289,985,10,1274
752,179,5,931
353,210,4,563
448,977,3,1425
64,440,2,504
747,680,2,1427
510,513,7,1023
366,231,6,597
37,348,8,385
110,68,6,178
957,130,8,1087
26,136,4,162
258,703,1,961
182,372,10,554
967,688,6,1655
795,325,1,1120
194,738,5,932
541,290,10,831
172,464,6,636
518,966,9,1484
459,706,1,1165
889,278,7,1167
35,694,10,729
936,505,1,1441
88,816,1,904
59,951,6,1010
833,429,5,1262
759,903,3,1662
334,522,5,856
305,697,1,1002
493,127,1,620
981,255,10,1236
323,174,8,497
489,343,1,832
693,519,4,1212
456,990,7,1446
337,938,9,1275
965,314,9,1279
92,741,3,833
165,717,10,882
852,257,4,1109
477,357,2,834
657,696,6,1353
320,277,2,597
564,851,9,1415
994,756,7,1750
980,963,8,1943
430,304,5,734
705,326,5,1031
398,198,3,596
491,229,1,720
167,631,3,798
51,19,6,70
885,360,9,1245
751,534,10,1285
115,900,10,1015
751,117,5,868
560,236,10,796
567,615,8,1182
684,20,1,704
46,767,4,813
873,487,8,1360
275,274,5,549
662,827,2,1489
422,226,4,648
780,594,9,1374
158,868,2,1026
17,559,9,576
957,935,8,1892
867,773,6,1640
20,267,6,287
355,267,5,622
131,896,2,1027
835,498,2,1333
795,354,8,1149
69,662,5,731
335,171,5,506
770,534,2,1304
1,199,2,200
762,598,8,1360
161,325,9,486
463,128,10,591
727,932,2,1659
372,584,8,956
45,36,4,81
214,189,8,403
587,483,5,1070
972,37,9,1009
820,565,1,1385
940,947,10,1887
554,193,1,747
930,284,8,1214
986,631,3,1617
224,819,2,1043
242,866,1,1108
773,986,6,1759
65,879,1,944
281,126,6,407
655,627,5,1282
829,588,1,1417
150,432,2,582
171,799,1,970
810,733,8,1543
838,396,8,1234
491,287,7,778
118,514,4,632
446,691,1,1137
685,713,3,1398
719,351,6,1070
351,179,3,530
148,396,4,544
329,647,7,976
585,378,7,963
904,88,9,992
780,966,8,1746
468,291,5,759
743,502,4,1245
414,485,1,899
512,872,6,1384
221,922,1,1143
296,996,10,1292
568,353,3,921
100,701,4,801
156,904,4,1060
793,123,4,916
627,153,8,780
502,235,9,737
1,962,8,963
273,361,2,634
609,376,4,985
979,265,8,1244
74,538,1,612
417,191,8,608
216,710,10,926
790,596,1,1386
813,240,1,1053
252,901,4,1153
292,511,4,803
202,785,10,987
203,973,3,1176
973,213,10,1186
881,302,6,1183
577,824,1,1401
673,483,8,1156
829,466,10,1295
316,150,8,466
950,598,5,1548
346,671,1,1017
633,210,7,843
805,305,4,1110
196,436,2,632
202,447,9,649
908,775,1,1683
475,335,10,810
546,993,4,1539
700,95,6,795
803,835,7,1638
373,438,7,811
953,674,7,1627
32,633,10,665
959,775,2,1734
613,257,5,870
954,95,8,1049
393,824,6,1217
576,156,4,732
155,91,9,246
790,508,8,1298
56,103,8,159
816,82,5,898
546,641,7,1187
54,610,7,664
745,236,8,981
227,508,1,735
806,497,5,1303
515,94,2,609
491,474,4,965
477,958,9,1435
74,542,7,616
817,780,7,1597
236,862,7,1098
891,497,2,1388
543,496,8,1039
592,227,9,819
584,522,3,1106
110,817,7,927
259,452,4,711
313,678,2,991
109,590,4,699
225,321,2,546
520,523,10,1043
121,262,1,383
810,313,2,1123
674,785,4,1459
18,234,7,252
994,655,2,1649
481,612,8,1093
92,336,5,428
162,420,9,582
999,656,10,1655
441,832,7,1273
760,45,7,805
166,981,6,1147
81,779,1,860
605,746,4,1351
832,325,6,1157
179,332,3,511
376,803,7,1179
308,13,3,321
395,516,5,911
485,690,10,1175
979,326,8,1305
168,506,1,674
403,589,6,992
600,31,3,631
414,363,3,777
122,739,3,861
124,868,7,992
425,526,3,951
55,47,1,102
785,671,7,1456
259,141,3,400
993,329,10,1322
819,328,8,1147
927,398,1,1325
164,478,4,642
637,484,5,1121
664,343,10,1007
165,819,9,984
547,4,5,551
506,241,1,747
369,662,1,1031
450,174,10,624
920,812,9,1732
643,906,6,1549
402,590,7,992
543,340,8,883
2,619,1,621
488,202,7,690
705,473,10,1178
701,540,7,1241
358,720,2,1078
511,537,10,1048
947,794,7,1741
215,88,8,303
587,113,1,700
851,886,9,1737
306,601,3,907
264,826,2,1090
7,470,3,477
543,103,3,646
253,930,5,1183
392,464,10,856
762,115,8,877
231,174,7,405
965,481,6,1446
505,619,6,1124
875,45,9,920
43,640,3,683
30,444,2,474
507,976,10,1483
121,290,10,411
257,69,6,326
868,414,2,1282
78,783,10,861
346,883,6,1229
309,32,4,341
55,171,4,226
335,519,9,854
980,310,4,1290
806,215,10,1021
678,508,6,1186
536,709,8,1245
920,724,6,1644
959,696,3,1655
58,213,1,271
448,339,5,787
81,727,7,808
918,422,10,1340
812,144,3,956
278,620,10,898
888,874,10,1762
695,132,9,827
616,267,8,883
156,349,1,505
635,986,2,1621
598,214,2,812
107,919,5,1026
622,768,1,1390
211,731,6,942
801,140,5,941
148,953,6,1101
746,846,9,1592
50,474,5,524
36,962,6,998
800,926,1,1726
181,267,7,448
128,520,4,648
755,479,4,1234
203,752,9,955
145,777,4,922
836,283,10,1119
279,213,3,492
544,835,8,1379
338,257,2,595
574,330,3,904
239,156,3,395
421,602,1,1023
435,663,10,1098
466,933,1,1399
693,918,3,1611
556,713,5,1269
27,520,4,547
732,574,8,1306
100,247,2,347
555,539,9,1094
859,827,9,1686
727,877,1,1604
154,462,1,616
580,408,8,988
838,454,8,1292
823,198,5,1021
479,547,7,1026
352,201,9,553
459,626,7,1085
61,201,1,262
935,196,1,1131
837,398,8,1235
642,590,7,1232
158,828,2,986
840,610,8,1450
42,61,5,103
385,322,3,707
451,288,10,739
339,71,2,410
375,571,8,946
646,218,10,864
495,904,10,1399
289,699,3,988
751,735,8,1486
606,161,1,767
753,29,9,782
175,225,9,400
437,451,8,888
373,697,8,1070
703,487,8,1190
28,442,9,470
14,153,3,167
465,234,2,699
999,986,2,1985
353,102,1,455
54,305,9,359
549,832,10,1381
107,865,9,972
694,334,9,1028
208,282,5,490
543,194,7,737
972,692,2,1664
829,331,6,1160
403,367,4,770
127,437,10,564
151,995,2,1146
224,221,5,445
517,300,6,817
125,182,2,307
179,24,8,203
281,859,5,1140
304,245,2,549
691,39,9,730
601,505,10,1106
67,303,9,370
953,889,5,1842
347,755,4,1102
480,684,2,1164
291,592,10,883
845,201,2,1046
286,926,10,1212
697,564,5,1261
514,841,6,1355
959,727,8,1686
595,904,6,1499
275,102,5,377
897,422,6,1319
925,249,2,1174
701,16,10,717
980,117,7,1097
179,277,1,456
564,506,3,1070
451,133,4,584
770,204,1,974
610,413,5,1023
173,111,7,284
261,970,3,1231
468,100,1,568
516,486,9,1002
893,275,2,1168
763,550,9,1313
651,539,2,1190
996,884,1,1880
352,424,1,776
620,115,1,735
398,477,4,875
33,520,10,553
267,25,4,292
478,870,1,1348
653,529,9,1182
579,626,5,1205
464,39,6,503
25,249,4,274
213,941,10,1154
711,69,5,780
762,639,10,1401
330,126,2,456
856,574,5,1430
916,512,8,1428
705,98,8,803
214,541,1,755
377,690,10,1067
583,225,4,808
761,983,4,1744
103,433,3,536
842,191,6,1033
839,324,4,1163
278,773,1,1051
686,275,10,961
423,452,1,875
997,693,8,1690
891,29,8,920
406,951,9,1357
102,574,9,676
844,317,7,1161
940,475,6,1415
568,662,9,1230
768,716,10,1484
428,704,3,1132
611,997,9,1608
497,983,1,1480
506,443,10,949
645,331,1,976
120,692,2,812
816,393,1,1209
105,852,5,957
410,411,8,821
590,111,10,701
86,366,1,452
308,620,4,928
269,731,7,1000
756,540,7,1296
410,742,8,1152
908,408,10,1316
901,36,1,937
706,250,8,956
285,255,1,540
579,320,3,899
504,619,8,1123
957,737,9,1694
20,639,7,659
516,459,4,975
2,644,2,646
398,98,3,496
455,842,2,1297
57,576,6,633
385,12,5,397
850,338,3,1188
287,194,8,481
311,773,4,1084
204,400,8,604
109,551,5,660
70,420,7,490
187,529,7,716
402,737,6,1139
622,420,10,1042
457,992,1,1449
192,344,8,536
134,88,8,222
325,209,1,534
718,158,7,876
359,598,6,957
740,449,1,1189
112,117,4,229
420,629,1,1049
358,116,4,474
215,152,7,367
48,716,7,764
579,977,2,1556
493,59,4,552
270,159,7,429
237,355,10,592
575,269,2,844
329,563,5,892
199,672,2,871
740,929,2,1669
31,889,5,920
352,101,7,453
808,791,5,1599
322,286,2,608
555,703,9,1258
312,354,8,666
627,388,8,1015
954,647,2,1601
959,743,10,1702
830,321,4,1151
576,798,1,1374
416,221,6,637
253,987,3,1240
17,458,3,475
268,500,9,768
240,649,2,889
340,288,7,628
216,472,8,688
264,51,8,315
130,942,7,1072
102,22,7,124
753,569,1,1322
143,66,10,209
748,958,10,1706
470,638,5,1108
272,403,2,675
996,202,7,1198
485,202,1,687
884,270,9,1154
113,56,10,169
839,793,8,1632
775,953,3,1728
454,0,2,454
288,844,8,1132
706,364,5,1070
619,242,10,861
166,453,8,619
30,984,4,1014
842,457,8,1299
836,926,4,1762
823,17,9,840
140,649,7,789
426,87,8,513
915,737,10,1652
869,448,7,1317
194,944,6,1138
118,937,9,1055
821,200,3,1021
83,398,7,481
184,905,3,1089
627,162,7,789
480,658,2,1138
250,917,10,1167
280,119,8,399
656,863,2,1519
171,574,7,745
536,52,9,588
870,115,10,985
307,435,6,742
507,370,1,877
928,397,2,1325
505,824,4,1329
96,69,3,165
17,651,9,668
647,839,8,1486
523,286,4,809
172,628,6,800
993,711,6,1704
597,206,6,803
120,363,2,483
584,235,5,819
872,986,6,1858
334,632,8,966
234,551,8,785
507,452,4,959
224,558,6,782
65,42,5,107
369,874,1,1243
124,19,1,143
684,677,3,1361
376,447,5,823
210,184,5,394
358,971,6,1329
401,594,2,995
867,561,10,1428
851,609,5,1460
358,179,7,537
900,308,4,1208
53,51,4,104
81,159,6,240
668,626,10,1294
486,332,4,818
556,193,5,749
935,994,6,1929
895,570,9,1465
692,669,3,1361
426,696,3,1122
98,701,6,799
973,159,9,1132
418,114,10,532
420,155,10,575
47,755,3,802
754,875,7,1629
445,306,6,751
239,493,5,732
721,360,8,1081
116,809,9,925
404,743,5,1147
458,831,1,1289
29,674,5,703
405,299,6,704
611,242,3,853
144,271,5,415
156,695,6,851
352,121,7,473
341,560,4,901
919,232,1,1151
395,930,3,1325
943,278,2,1221
191,341,6,532
952,535,5,1487
34,982,3,1016
713,266,7,979
77,452,5,529
482,385,7,867
235,233,1,468
229,181,1,410
400,201,2,601
109,658,1,767
565,664,3,1229
406,13,8,419
47,17,5,64
666,980,7,1646
237,559,8,796
554,710,10,1264
982,638,1,1620
5,843,5,848
979,104,10,1083
172,993,6,1165
789,5,2,794
553,266,7,819
79,977,9,1056
986,11,8,997
398,477,4,875
879,48,1,927
370,415,1,785
590,11,2,601
545,776,9,1321
79,365,4,444
734,829,2,1563
840,302,2,1142
295,188,5,483
439,344,10,783
595,525,1,1120
88,514,6,602
790,44,1,834
229,34,2,263
526,621,5,1147
193,859,1,1052
246,382,3,628
449,20,8,469
65,40,6,105
932,356,2,1288
418,93,4,511
256,473,7,729
511,101,1,612
929,536,10,1465
93,97,8,190
962,621,1,1583
311,760,5,1071
381,6,4,387
79,357,3,436
39,70,8,109
11,403,10,414
401,723,3,1124
787,508,5,1295
75,149,2,224
503,848,2,1351
311,234,7,545
575,223,10,798
598,880,9,1478
294,2,1,296
947,565,4,1512
188,772,7,960
420,812,2,1232
733,87,7,820
112,633,4,745
967,898,9,1865
923,294,1,1217
152,439,2,591
978,646,2,1624
537,656,7,1193
645,570,3,1215
276,683,9,959
789,284,6,1073
151,91,4,242
445,721,9,1166
71,671,6,742
206,119,3,325
144,66,8,210
207,909,3,1116
378,145,6,523
213,855,2,1068
887,343,3,1230
440,277,9,717
608,856,10,1464
649,261,4,910
31,266,1,297
718,994,9,1712
264,783,1,1047
905,435,4,1340
880,347,8,1227
993,597,1,1590
570,303,1,873
536,960,9,1496
358,800,9,1158
226,751,2,977
328,401,2,729
336,38,1,374
770,39,9,809
889,172,4,1061
666,848,10,1514
40,843,7,883
139,15,2,154
771,247,8,1018
482,409,8,891
548,290,2,838
698,641,3,1339
375,965,5,1340
152,749,10,901
100,774,9,874
169,545,8,714
905,438,2,1343
86,206,2,292
482,722,3,1204
980,742,10,1722
463,978,8,1441
818,21,4,839
596,393,4,989
588,554,6,1142
405,220,10,625
898,70,9,968
94,830,2,924
27,871,10,898
589,79,8,668
221,117,1,338
863,797,7,1660
742,44,3,786
212,134,4,346
270,103,10,373
51,988,9,1039
163,351,4,514
817,580,4,1397
227,263,6,490
307,389,5,696
942,799,9,1741
770,22,8,792
812,284,2,1096
479,766,7,1245
265,439,4,704
551,943,8,1494
127,384,5,511
261,827,8,1088
825,6,4,831
44,904,8,948
934,526,8,1460
639,604,10,1243
438,178,10,616
651,685,3,1336
759,835,5,1594
554,585,1,1139
554,271,8,825
938,951,3,1889
755,435,6,1190
474,375,9,849
441,345,1,786
935,304,8,1239
98,729,9,827
723,161,4,884
225,884,10,1109
204,410,5,614
955,424,7,1379
594,456,7,1050
563,801,2,1364
997,645,3,1642
409,244,4,653
598,288,6,886
939,20,1,959
526,344,3,870
148,722,5,870
553,306,8,859
911,298,2,1209
62,962,7,1024
902,613,8,1515
277,935,4,1212
495,227,10,722
636,827,1,1463
227,959,10,1186
344,661,4,1005
134,527,2,661
505,563,3,1068
710,310,4,1020
392,2,10,394
316,204,6,520
151,68,8,219
457,677,6,1134
981,907,1,1888
649,328,10,977
535,464,6,999
664,655,8,1319
69,337,6,406
418,626,2,1044
896,264,9,1160
578,798,9,1376
969,277,6,1246
98,688,8,786
334,976,6,1310
869,650,1,1519
1,143,10,144
398,254,6,652
362,537,9,899
475,473,5,948
118,507,8,625
707,910,1,1617
725,764,10,1489
691,792,1,1483
854,99,7,953
870,730,1,1600
362,688,8,1050
462,193,5,655
649,361,5,1010
53,77,8,130
805,345,4,1150
457,736,7,1193
289,128,3,417
528,914,9,1442
807,498,9,1305
268,182,2,450
270,166,9,436
788,285,9,1073
682,459,8,1141
421,154,9,575
372,581,2,953
345,489,4,834
60,225,7,285
411,703,4,1114
900,652,2,1552
924,889,7,1813
15,65,1,80
175,332,3,507
569,187,3,756
500,579,9,1079
360,251,5,611
294,530,1,824
658,399,1,1057
56,54,8,110
739,395,10,1134
66,958,6,1024
888,977,1,1865
493,486,2,979
309,74,6,383
889,378,3,1267
977,549,4,1526
377,281,10,658
972,877,2,1849
876,633,9,1509
267,62,9,329
347,117,3,464
160,940,5,1100
228,448,2,676
946,536,1,1482
768,856,6,1624
7,942,2,949
206,407,9,613
172,693,10,865
43,439,6,482
541,229,7,770
775,446,10,1221
509,668,9,1177
717,700,1,1417
442,237,8,679
336,577,8,913
138,574,6,712
187,445,9,632
658,583,9,1241
890,587,1,1477
319,740,10,1059
699,987,10,1686
666,407,7,1073
101,172,6,273
606,667,6,1273
433,548,8,981
899,394,4,1293
705,420,9,1125
379,383,9,762
700,141,1,841
709,393,7,1102
436,870,4,1306
745,644,10,1389
285,581,10,866
465,856,9,1321
220,619,4,839
246,7,5,253
740,19,1,759
36,715,9,751
944,499,10,1443
734,418,9,1152
186,600,1,786
936,756,4,1692
90,102,10,192
907,602,4,1509
126,798,8,924
858,99,8,957
77,256,3,333
366,816,1,1182
335,808,4,1143
867,183,4,1050
414,257,4,671
660,753,1,1413
123,621,9,744
242,635,3,877
430,679,5,1109
108,471,9,579
204,26,1,230
276,915,6,1191
589,165,1,754
421,619,4,1040
518,49,3,567
457,4,2,461
895,817,8,1712
655,561,1,1216
403,398,4,801
248,132,9,380
440,490,2,930
644,147,4,791
104,90,8,194
650,729,6,1379
324,135,10,459
665,816,7,1481
783,604,3,1387
215,599,8,814
546,293,5,839
686,103,6,789
772,438,2,1210
350,73,9,423
54,347,6,401
607,943,6,1550
799,369,1,1168
428,831,6,1259
605,524,4,1129
188,191,3,379
341,743,1,1084
855,825,6,1680
864,849,7,1713
597,173,2,770
202,452,10,654
878,830,6,1708
597,507,6,1104
366,987,10,1353
84,809,2,893
865,443,9,1308
397,340,2,737
28,853,2,881
558,911,4,1469
1,901,1,902
901,159,3,1060
10,11,10,21
94,592,8,686
746,236,6,982
594,321,7,915
931,963,2,1894
292,510,2,802
605,648,4,1253
828,450,2,1278
448,837,1,1285
440,358,4,798
602,39,5,641
918,444,3,1362
395,594,3,989
304,648,5,952
981,774,10,1755
997,652,8,1649
992,665,1,1657
916,181,3,1097
915,718,2,1633
91,140,8,231
921,740,3,1661
492,285,10,777
864,84,5,948
781,206,4,987
935,687,5,1622
563,331,2,894
179,760,2,939
491,760,1,1251
804,22,1,826
238,932,10,1170
106,32,4,138
727,685,5,1412
88,813,1,901
373,248,1,621
84,697,8,781
541,486,3,1027
663,57,8,720
147,747,9,894
989,690,9,1679
921,940,7,1861
539,60,5,599
355,699,7,1054
710,150,9,860
255,986,5,1241
621,789,8,1410
502,447,3,949
641,853,2,1494
923,474,9,1397
753,482,2,1235
168,145,8,313
344,125,6,469
458,289,2,747
834,685,10,1519
325,263,4,588
186,509,1,695
487,857,9,1344
73,148,5,221
612,473,8,1085
215,687,1,902
126,298,2,424
535,546,9,1081
180,664,6,844
424,444,6,868
885,551,4,1436
44,379,4,423
269,317,4,586
545,149,5,694
426,211,1,637
991,206,1,1197
765,262,4,1027
753,711,10,1464
840,546,5,1386
830,209,3,1039
925,818,8,1743
249,188,6,437
742,935,7,1677
415,587,9,1002
582,20,6,602
57,856,1,913
659,566,9,1225
171,741,3,912
678,542,9,1220
55,271,3,326
457,457,4,914
803,999,9,1802
945,558,7,1503
955,951,6,1906
465,284,6,749
134,518,9,652
167,677,5,844
301,7,1,308
782,518,1,1300
987,112,1,1099
762,258,9,1020
775,543,5,1318
972,976,6,1948
248,314,7,562
411,403,8,814
724,422,5,1146
656,249,7,905
516,974,9,1490
180,377,3,557
422,237,3,659
771,672,1,1443
225,872,1,1097
686,847,5,1533
250,311,4,561
533,912,1,1445
28,56,9,84
425,51,4,476
795,820,1,1615
259,982,4,1241
997,800,3,1797
35,286,5,321
445,636,5,1081
30,545,8,575
971,139,7,1110
999,199,9,1198
61,363,1,424
378,15,10,393
699,991,2,1690
691,568,5,1259
585,176,7,761
6,168,6,174
494,663,5,1157
698,759,10,1457
891,638,8,1529
509,762,8,1271
12,79,10,91
577,146,1,723
670,453,5,1123
77,170,10,247
476,55,6,531
271,81,6,352
443,830,3,1273
171,57,4,228
599,138,9,737
460,568,8,1028
847,157,9,1004
148,670,8,818
945,585,1,1530
730,440,5,1170
993,524,10,1517
661,509,1,1170
886,813,9,1699
645,859,6,1504
37,357,10,394
295,196,3,491
825,109,8,934
101,209,1,310
166,894,3,1060
650,64,10,714
483,71,4,554
475,211,1,686
169,715,2,884
61,737,10,798
144,207,7,351
670,434,1,1104
203,16,8,219
522,424,8,946
235,606,9,841
182,413,9,595
91,580,10,671
344,393,10,737
313,580,5,893
423,971,8,1394
561,573,7,1134
112,907,2,1019
504,507,1,1011
706,981,6,1687
2,878,2,880
29,648,9,677
298,920,8,1218
968,469,3,1437
267,733,3,1000
267,932,8,1199
836,808,4,1644
76,978,4,1054
352,505,8,857
647,668,5,1315
78,466,7,544
529,846,10,1375
461,681,1,1142
249,279,10,528
411,780,8,1191
301,261,4,562
301,766,5,1067
658,888,7,1546
573,130,4,703
703,971,8,1674
629,229,2,858
122,11,4,133
