,p,q,f,out
4973,277,907,3,1184
4974,585,691,1,1276
4975,542,419,3,961
4976,138,935,5,-797
4977,460,250,1,710
4978,435,155,5,280
4979,945,994,8,-49
4980,854,799,9,55
4981,694,427,3,1121
4982,625,133,2,758
4983,961,230,9,731
4984,622,621,3,1243
4985,989,653,7,336
4986,985,636,9,349
4987,505,106,4,611
4988,547,447,3,994
4989,40,167,6,-127
4990,440,145,4,585
4991,330,315,7,15
4992,829,914,7,-85
4993,643,848,3,1491
4994,602,419,3,1021
4995,923,410,4,1333
4996,293,850,4,1143
4997,177,863,10,-686
4998,100,86,3,186
4999,454,61,9,393
5000,122,454,6,-332
5001,904,971,9,-67
5002,49,963,7,-914
5003,965,196,2,1161
5004,793,853,3,1646
5005,773,870,4,1643
5006,451,13,1,464
5007,904,998,4,1902
5008,226,875,1,1101
5009,970,63,4,1033
5010,656,69,6,587
5011,232,534,5,-302
5012,405,386,7,19
5013,793,351,4,1144
5014,121,94,4,215
5015,859,81,10,778
5016,199,551,7,-352
5017,275,897,1,1172
5018,599,360,5,239
5019,962,628,2,1590
5020,614,938,1,1552
5021,737,890,2,1627
5022,291,758,9,-467
5023,80,414,9,-334
5024,994,41,3,1035
5025,159,311,1,470
5026,896,997,8,-101
5027,682,550,1,1232
5028,979,107,7,872
5029,590,215,7,375
5030,394,486,6,-92
5031,786,741,6,45
5032,160,884,1,1044
5033,554,580,1,1134
5034,972,213,8,759
5035,256,370,6,-114
5036,985,404,1,1389
5037,7,163,9,-156
5038,655,446,10,209
5039,97,894,3,991
5040,218,660,8,-442
5041,586,986,2,1572
5042,136,376,1,512
5043,206,568,8,-362
5044,541,713,2,1254
5045,117,185,9,-68
5046,481,596,8,-115
5047,997,595,5,402
5048,852,35,10,817
5049,229,565,3,794
5050,827,583,5,244
5051,430,445,7,-15
5052,200,711,6,-511
5053,698,177,4,875
5054,796,557,6,239
5055,884,585,9,299
5056,120,314,5,-194
5057,543,860,2,1403
5058,325,544,1,869
5059,801,739,2,1540
5060,826,71,8,755
5061,19,752,6,-733
5062,222,15,3,237
5063,486,885,6,-399
5064,506,514,9,-8
5065,412,642,3,1054
5066,31,952,4,983
5067,903,962,5,-59
5068,187,485,2,672
5069,121,95,2,216
5070,502,599,10,-97
5071,421,338,8,83
5072,964,428,3,1392
5073,65,998,3,1063
5074,127,427,1,554
5075,279,730,8,-451
5076,448,734,10,-286
5077,295,599,1,894
5078,281,70,10,211
5079,353,670,3,1023
5080,405,477,8,-72
5081,81,946,10,-865
5082,361,370,4,731
5083,399,388,4,787
5084,4,7,3,11
5085,214,912,1,1126
5086,710,874,7,-164
5087,477,709,7,-232
5088,972,141,10,831
5089,604,165,4,769
5090,282,823,9,-541
5091,583,623,8,-40
5092,317,462,3,779
5093,225,523,4,748
5094,2,626,7,-624
5095,380,43,5,337
5096,166,914,2,1080
5097,49,640,1,689
5098,408,731,4,1139
5099,134,821,5,-687
5100,28,176,1,204
5101,91,131,9,-40
5102,222,657,3,879
5103,735,937,4,1672
5104,586,986,7,-400
5105,121,633,4,754
5106,925,125,5,800
5107,481,961,4,1442
5108,495,284,4,779
5109,972,288,6,684
5110,818,290,1,1108
5111,209,234,9,-25
5112,440,925,8,-485
5113,922,773,1,1695
5114,42,406,3,448
5115,891,274,8,617
5116,662,467,1,1129
5117,95,537,7,-442
5118,628,689,8,-61
5119,197,737,5,-540
5120,129,7,8,122
5121,736,406,4,1142
5122,200,893,1,1093
5123,464,75,9,389
5124,926,982,1,1908
5125,382,324,1,706
5126,134,775,2,909
5127,593,222,2,815
5128,847,237,9,610
5129,798,77,7,721
5130,88,900,1,988
5131,72,788,3,860
5132,899,567,8,332
5133,876,71,5,805
5134,773,536,8,237
5135,319,177,8,142
5136,682,715,8,-33
5137,894,830,5,64
5138,425,642,8,-217
5139,622,599,6,23
5140,666,115,3,781
5141,968,880,8,88
5142,476,491,6,-15
5143,944,330,2,1274
5144,503,414,3,917
5145,101,442,3,543
5146,239,277,3,516
5147,914,435,7,479
5148,375,178,8,197
5149,791,563,8,228
5150,649,617,8,32
5151,175,200,1,375
5152,57,985,10,-928
5153,779,80,10,699
5154,241,508,9,-267
5155,785,348,1,1133
5156,453,818,2,1271
5157,509,526,4,1035
5158,733,820,3,1553
5159,374,423,2,797
5160,466,192,5,274
5161,438,688,8,-250
5162,43,351,7,-308
5163,534,603,7,-69
5164,391,501,3,892
5165,74,540,3,614
5166,629,487,6,142
5167,478,537,4,1015
5168,388,523,2,911
5169,848,933,2,1781
5170,441,686,5,-245
5171,510,686,5,-176
5172,823,902,1,1725
5173,960,46,8,914
5174,872,155,8,717
5175,685,454,7,231
5176,54,163,3,217
5177,938,987,8,-49
5178,777,597,9,180
5179,785,515,6,270
5180,158,165,6,-7
5181,689,725,1,1414
5182,965,752,2,1717
5183,629,273,9,356
5184,758,198,5,560
5185,656,307,6,349
5186,781,117,5,664
5187,415,62,5,353
5188,717,142,4,859
5189,532,345,6,187
5190,732,252,3,984
5191,7,746,4,753
5192,833,19,7,814
5193,492,399,2,891
5194,733,213,5,520
5195,791,942,5,-151
5196,860,471,10,389
5197,452,933,5,-481
5198,793,944,3,1737
5199,958,566,9,392
5200,715,601,3,1316
5201,968,160,7,808
5202,645,217,4,862
5203,996,668,5,328
5204,600,218,7,382
5205,565,300,5,265
5206,81,348,9,-267
5207,400,50,5,350
5208,229,521,4,750
5209,808,266,7,542
5210,968,828,9,140
5211,692,69,5,623
5212,588,989,6,-401
5213,435,379,3,814
5214,679,238,5,441
5215,321,572,2,893
5216,219,915,10,-696
5217,962,296,3,1258
5218,314,533,10,-219
5219,328,394,8,-66
5220,918,496,1,1414
5221,873,492,10,381
5222,808,450,6,358
5223,265,101,8,164
5224,53,534,10,-481
5225,548,32,1,580
5226,519,632,6,-113
5227,719,262,5,457
5228,463,918,8,-455
5229,129,998,5,-869
5230,859,904,4,1763
5231,19,618,4,637
5232,501,22,1,523
5233,246,983,2,1229
5234,357,484,4,841
5235,802,979,1,1781
5236,432,216,7,216
5237,695,28,8,667
5238,719,948,4,1667
5239,671,281,9,390
5240,77,602,5,-525
5241,164,606,9,-442
5242,260,856,8,-596
5243,123,321,2,444
5244,944,15,8,929
5245,833,314,4,1147
5246,371,322,1,693
5247,820,699,5,121
5248,557,402,10,155
5249,439,506,6,-67
5250,689,51,9,638
5251,729,771,6,-42
5252,283,374,7,-91
5253,792,296,6,496
5254,669,206,1,875
5255,80,735,4,815
5256,309,824,2,1133
5257,377,423,6,-46
5258,26,93,5,-67
5259,153,307,7,-154
5260,657,745,4,1402
5261,294,802,8,-508
5262,954,392,3,1346
5263,641,623,3,1264
5264,533,126,10,407
5265,417,419,6,-2
5266,135,679,9,-544
5267,863,926,5,-63
5268,399,260,6,139
5269,483,741,10,-258
5270,618,516,1,1134
5271,460,116,5,344
5272,259,527,4,786
5273,671,283,6,388
5274,228,184,1,412
5275,415,359,4,774
5276,179,518,9,-339
5277,915,355,10,560
5278,727,255,6,472
5279,540,954,6,-414
5280,667,783,9,-116
5281,759,931,7,-172
5282,864,566,6,298
5283,247,424,10,-177
5284,654,767,3,1421
5285,597,392,6,205
5286,582,63,10,519
5287,286,429,9,-143
5288,602,616,5,-14
5289,209,358,2,567
5290,346,282,3,628
5291,386,365,3,751
5292,690,84,9,606
5293,455,603,9,-148
5294,309,833,1,1142
5295,518,733,6,-215
5296,507,366,6,141
5297,562,360,2,922
5298,877,112,4,989
5299,727,803,6,-76
5300,397,782,3,1179
5301,835,992,4,1827
5302,785,998,6,-213
5303,208,830,6,-622
5304,441,524,10,-83
5305,261,342,9,-81
5306,393,590,10,-197
5307,753,276,1,1029
5308,681,317,6,364
5309,503,904,6,-401
5310,396,759,9,-363
5311,356,23,3,379
5312,60,594,4,654
5313,101,641,1,742
5314,961,135,5,826
5315,146,437,2,583
5316,847,102,1,949
5317,875,511,4,1386
5318,306,882,10,-576
5319,348,754,8,-406
5320,987,800,6,187
5321,113,171,9,-58
5322,475,517,1,992
5323,833,100,1,933
5324,179,856,4,1035
5325,362,749,8,-387
5326,141,866,9,-725
5327,36,382,6,-346
5328,39,957,5,-918
5329,442,823,8,-381
5330,834,423,10,411
5331,996,516,2,1512
5332,31,314,3,345
5333,552,467,10,85
5334,725,498,6,227
5335,989,692,1,1681
5336,221,871,5,-650
5337,932,858,1,1790
5338,909,157,4,1066
5339,471,244,5,227
5340,746,957,5,-211
5341,830,277,2,1107
5342,920,182,10,738
5343,474,435,2,909
5344,241,480,10,-239
5345,222,182,2,404
5346,999,722,6,277
5347,955,158,1,1113
5348,644,260,2,904
5349,60,306,9,-246
5350,716,603,5,113
5351,256,410,4,666
5352,851,303,4,1154
5353,96,615,7,-519
5354,732,464,8,268
5355,486,928,5,-442
5356,125,213,5,-88
5357,733,894,1,1627
5358,822,896,4,1718
5359,271,808,2,1079
5360,971,833,7,138
5361,365,402,4,767
5362,91,237,5,-146
5363,118,788,8,-670
5364,45,558,3,603
5365,30,18,6,12
5366,426,425,8,1
5367,528,434,9,94
5368,837,472,8,365
5369,407,189,4,596
5370,131,454,5,-323
5371,270,248,10,22
5372,836,913,2,1749
5373,705,693,3,1398
5374,842,351,2,1193
5375,776,399,2,1175
5376,867,503,6,364
5377,643,751,7,-108
5378,817,678,7,139
5379,960,718,2,1678
5380,239,471,7,-232
5381,719,134,1,853
5382,517,540,7,-23
5383,261,723,10,-462
5384,449,343,1,792
5385,464,487,9,-23
5386,904,734,6,170
5387,594,923,2,1517
5388,66,907,9,-841
5389,578,147,5,431
5390,550,370,3,920
5391,473,744,9,-271
5392,255,170,9,85
5393,215,960,3,1175
5394,636,696,2,1332
5395,628,84,5,544
5396,969,824,4,1793
5397,921,930,8,-9
5398,632,261,3,893
5399,677,966,10,-289
5400,269,894,9,-625
5401,811,36,1,847
5402,680,327,4,1007
5403,688,643,5,45
5404,596,368,10,228
5405,754,74,2,828
5406,942,603,10,339
5407,363,64,4,427
5408,485,479,2,964
5409,507,846,2,1353
5410,126,733,9,-607
5411,459,217,10,242
5412,181,245,5,-64
5413,53,225,4,278
5414,954,459,4,1413
5415,800,558,1,1358
5416,403,820,4,1223
5417,736,62,5,674
5418,388,874,6,-486
5419,761,287,3,1048
5420,122,739,7,-617
5421,619,384,1,1003
5422,701,357,4,1058
5423,79,217,10,-138
5424,431,759,1,1190
5425,702,276,1,978
5426,512,956,6,-444
5427,71,140,2,211
5428,408,426,9,-18
5429,398,426,8,-28
5430,138,501,4,639
5431,45,153,7,-108
5432,654,1,1,655
5433,886,436,7,450
5434,164,793,5,-629
5435,76,745,9,-669
5436,741,855,2,1596
5437,792,809,3,1601
5438,356,398,8,-42
5439,593,584,2,1177
5440,814,927,4,1741
5441,4,207,3,211
5442,708,17,3,725
5443,785,867,7,-82
5444,568,134,7,434
5445,104,347,8,-243
5446,885,450,5,435
5447,595,162,4,757
5448,360,316,9,44
5449,421,254,5,167
5450,920,51,1,971
5451,401,270,8,131
5452,137,477,8,-340
5453,472,522,1,994
5454,871,257,7,614
5455,381,804,2,1185
5456,962,143,1,1105
5457,17,93,1,110
5458,648,681,6,-33
5459,248,111,8,137
5460,78,732,1,810
5461,303,697,9,-394
5462,871,239,5,632
5463,897,409,9,488
5464,765,886,3,1651
5465,151,298,6,-147
5466,451,997,1,1448
5467,850,328,5,522
5468,143,700,9,-557
5469,642,815,8,-173
5470,121,586,7,-465
5471,760,699,2,1459
5472,585,15,4,600
5473,428,136,2,564
5474,825,716,1,1541
5475,36,0,2,36
5476,990,845,3,1835
5477,479,287,10,192
5478,809,554,3,1363
5479,840,195,8,645
5480,434,245,2,679
5481,417,511,3,928
5482,92,328,6,-236
5483,819,228,5,591
5484,506,540,9,-34
5485,454,537,9,-83
5486,195,876,5,-681
5487,991,751,6,240
5488,810,608,9,202
5489,986,947,2,1933
5490,873,209,1,1082
5491,544,917,2,1461
5492,291,714,1,1005
5493,582,880,10,-298
5494,979,489,5,490
5495,172,483,7,-311
5496,215,736,8,-521
5497,245,43,9,202
5498,496,716,3,1212
5499,582,445,8,137
5500,761,434,4,1195
5501,426,603,10,-177
5502,594,447,10,147
5503,945,371,2,1316
5504,898,620,7,278
5505,762,435,4,1197
5506,290,293,7,-3
5507,919,291,4,1210
5508,557,619,2,1176
5509,971,966,9,5
5510,887,506,8,381
5511,463,570,10,-107
5512,649,650,9,-1
5513,532,618,2,1150
5514,985,761,8,224
5515,810,76,3,886
5516,884,503,9,381
5517,331,122,4,453
5518,368,37,10,331
5519,577,331,10,246
5520,417,732,8,-315
5521,425,854,3,1279
5522,26,782,4,808
5523,32,6,6,26
5524,5,619,10,-614
5525,531,234,9,297
5526,238,724,5,-486
5527,274,259,5,15
5528,861,444,4,1305
5529,78,492,8,-414
5530,537,212,10,325
5531,637,308,1,945
5532,392,158,4,550
5533,573,135,2,708
5534,121,252,9,-131
5535,124,318,5,-194
5536,272,697,4,969
5537,879,657,3,1536
5538,781,406,10,375
5539,222,817,5,-595
5540,213,366,3,579
5541,986,81,4,1067
5542,292,391,10,-99
5543,133,132,5,1
5544,621,93,1,714
5545,475,200,4,675
5546,76,127,6,-51
5547,246,499,3,745
5548,950,121,10,829
5549,31,817,5,-786
5550,719,627,7,92
5551,432,362,9,70
5552,797,729,8,68
5553,87,941,6,-854
5554,549,522,8,27
5555,301,51,4,352
5556,928,153,10,775
5557,916,279,6,637
5558,699,586,7,113
5559,380,55,6,325
5560,412,582,9,-170
5561,42,277,8,-235
5562,232,580,5,-348
5563,856,214,3,1070
5564,848,10,10,838
5565,981,435,7,546
5566,64,663,4,727
5567,661,235,7,426
5568,998,449,5,549
5569,353,71,10,282
5570,136,946,4,1082
5571,28,699,9,-671
5572,342,608,8,-266
5573,61,487,7,-426
5574,763,304,7,459
5575,916,693,7,223
5576,146,511,6,-365
5577,503,367,2,870
5578,479,843,4,1322
5579,86,249,6,-163
5580,355,215,1,570
5581,978,212,7,766
5582,978,105,7,873
5583,598,278,7,320
5584,758,935,4,1693
5585,468,310,2,778
5586,525,403,5,122
5587,942,376,2,1318
5588,352,365,1,717
5589,780,734,10,46
5590,451,507,9,-56
5591,474,974,2,1448
5592,216,939,5,-723
5593,936,252,6,684
5594,517,597,3,1114
5595,381,157,7,224
5596,7,900,3,907
5597,622,601,9,21
5598,540,360,3,900
5599,892,652,4,1544
5600,648,719,8,-71
5601,642,464,8,178
5602,885,279,1,1164
5603,230,524,1,754
5604,825,921,3,1746
5605,806,988,9,-182
5606,926,380,4,1306
5607,583,615,3,1198
5608,686,24,7,662
5609,57,335,4,392
5610,169,71,5,98
5611,91,633,7,-542
5612,504,679,2,1183
5613,58,381,6,-323
5614,99,381,3,480
5615,703,929,4,1632
5616,229,596,7,-367
5617,710,161,1,871
5618,97,363,6,-266
5619,941,886,5,55
5620,58,776,2,834
5621,749,692,7,57
5622,248,491,8,-243
5623,476,264,7,212
5624,705,597,3,1302
5625,398,757,9,-359
5626,393,980,1,1373
5627,721,701,7,20
5628,726,921,6,-195
5629,917,717,7,200
5630,783,915,8,-132
5631,631,547,1,1178
5632,50,919,5,-869
5633,853,84,8,769
5634,486,115,5,371
5635,696,830,5,-134
5636,477,847,3,1324
5637,838,53,9,785
5638,569,817,10,-248
5639,893,677,9,216
5640,283,678,8,-395
5641,645,105,8,540
5642,818,527,4,1345
5643,874,592,3,1466
5644,872,768,8,104
5645,876,310,7,566
5646,315,575,5,-260
5647,601,304,6,297
5648,834,52,4,886
5649,83,276,10,-193
5650,656,670,4,1326
5651,324,389,7,-65
5652,812,574,8,238
5653,610,188,5,422
5654,349,79,3,428
5655,460,7,7,453
5656,726,225,3,951
5657,585,727,2,1312
5658,798,935,9,-137
5659,923,926,3,1849
5660,456,365,6,91
5661,680,536,10,144
5662,793,628,4,1421
5663,719,956,10,-237
5664,738,512,4,1250
5665,735,235,4,970
5666,524,451,2,975
5667,878,102,9,776
5668,636,365,6,271
5669,688,406,3,1094
5670,780,601,4,1381
5671,426,718,3,1144
5672,28,900,7,-872
5673,608,285,1,893
5674,252,948,10,-696
5675,27,852,6,-825
5676,328,390,5,-62
5677,732,49,5,683
5678,709,154,4,863
5679,696,503,4,1199
5680,136,524,6,-388
5681,411,386,8,25
5682,729,651,10,78
5683,398,455,5,-57
5684,55,11,10,44
5685,294,61,6,233
5686,242,468,3,710
5687,752,302,4,1054
5688,545,405,8,140
5689,763,318,3,1081
5690,434,614,2,1048
5691,602,561,8,41
5692,765,657,1,1422
5693,295,607,3,902
5694,296,921,4,1217
5695,200,176,6,24
5696,842,220,2,1062
5697,816,17,8,799
5698,874,407,5,467
5699,465,336,4,801
5700,122,157,2,279
5701,823,862,5,-39
5702,513,152,4,665
5703,703,911,4,1614
5704,477,57,4,534
5705,462,378,3,840
5706,667,650,2,1317
5707,850,414,3,1264
5708,666,192,3,858
5709,692,315,1,1007
5710,766,586,4,1352
5711,301,548,10,-247
5712,155,207,4,362
5713,600,21,6,579
5714,278,542,3,820
5715,394,375,7,19
5716,79,595,1,674
5717,624,58,5,566
5718,590,53,1,643
5719,471,979,3,1450
5720,131,55,2,186
5721,327,600,6,-273
5722,540,478,1,1018
5723,216,62,8,154
5724,64,143,1,207
5725,730,60,7,670
5726,665,152,10,513
5727,773,100,4,873
5728,267,643,2,910
5729,550,736,5,-186
5730,278,982,6,-704
5731,746,330,9,416
5732,417,558,4,975
5733,125,853,6,-728
5734,214,665,4,879
5735,316,893,9,-577
5736,969,801,4,1770
5737,684,414,8,270
5738,782,96,10,686
5739,980,64,7,916
5740,382,496,6,-114
5741,757,553,3,1310
5742,316,283,3,599
5743,790,884,5,-94
5744,231,33,6,198
5745,69,262,9,-193
5746,797,944,9,-147
5747,699,369,1,1068
5748,780,478,8,302
5749,630,910,10,-280
5750,985,111,2,1096
5751,665,426,1,1091
5752,901,826,8,75
5753,6,798,9,-792
5754,15,850,7,-835
5755,459,207,3,666
5756,964,52,4,1016
5757,558,988,10,-430
5758,368,764,8,-396
5759,915,6,3,921
5760,949,381,7,568
5761,678,336,4,1014
5762,798,922,8,-124
5763,76,981,8,-905
5764,2,135,6,-133
5765,726,404,2,1130
5766,64,526,7,-462
5767,264,72,5,192
5768,302,557,4,859
5769,381,443,2,824
5770,755,137,5,618
5771,956,148,10,808
5772,294,575,9,-281
5773,665,467,1,1132
5774,338,426,10,-88
5775,162,314,5,-152
5776,191,596,6,-405
5777,346,925,3,1271
5778,782,334,8,448
5779,687,34,1,721
5780,799,407,1,1206
5781,288,846,6,-558
5782,780,595,5,185
5783,864,202,9,662
5784,401,371,8,30
5785,33,610,5,-577
5786,766,427,2,1193
5787,358,122,8,236
5788,361,521,4,882
5789,363,658,4,1021
5790,69,837,5,-768
5791,850,783,9,67
5792,947,945,4,1892
5793,607,744,5,-137
5794,584,817,4,1401
5795,436,614,2,1050
5796,409,598,4,1007
5797,825,357,8,468
5798,547,389,2,936
5799,617,179,4,796
5800,271,735,8,-464
5801,289,160,4,449
5802,43,941,10,-898
5803,43,807,9,-764
5804,316,377,10,-61
5805,202,175,2,377
5806,609,570,3,1179
5807,91,161,6,-70
5808,436,24,10,412
5809,137,29,4,166
5810,59,554,6,-495
5811,613,17,3,630
5812,724,550,10,174
5813,315,537,8,-222
5814,758,658,1,1416
5815,648,39,8,609
5816,841,116,5,725
5817,826,136,2,962
5818,208,807,2,1015
5819,333,101,1,434
5820,383,241,5,142
5821,415,284,10,131
5822,623,575,4,1198
5823,85,767,4,852
5824,544,421,6,123
5825,219,297,10,-78
5826,692,222,10,470
5827,998,162,4,1160
5828,863,69,9,794
5829,19,989,4,1008
5830,436,227,4,663
5831,193,706,5,-513
5832,94,913,6,-819
5833,951,369,4,1320
5834,512,545,2,1057
5835,582,361,6,221
5836,596,281,10,315
5837,277,787,5,-510
5838,834,647,5,187
5839,106,880,8,-774
5840,637,756,2,1393
5841,932,779,1,1711
5842,790,382,5,408
5843,253,983,6,-730
5844,709,612,2,1321
5845,433,488,7,-55
5846,485,154,5,331
5847,995,151,8,844
5848,230,319,3,549
5849,569,661,8,-92
5850,192,469,5,-277
5851,261,616,3,877
5852,50,178,7,-128
5853,280,515,7,-235
5854,604,123,9,481
5855,626,256,10,370
5856,271,214,7,57
5857,583,871,10,-288
5858,512,381,6,131
5859,25,43,2,68
5860,541,7,6,534
5861,110,502,10,-392
5862,151,562,10,-411
5863,472,907,1,1379
5864,506,828,1,1334
5865,589,167,4,756
5866,953,417,9,536
5867,941,153,7,788
5868,799,40,5,759
5869,447,261,5,186
5870,455,105,8,350
5871,610,546,5,64
5872,903,173,2,1076
5873,346,751,9,-405
5874,607,664,7,-57
5875,892,316,2,1208
5876,753,762,8,-9
5877,613,622,2,1235
5878,788,333,5,455
5879,911,0,8,911
5880,896,12,10,884
5881,40,809,9,-769
5882,422,976,4,1398
5883,561,864,3,1425
5884,675,784,4,1459
5885,400,903,6,-503
5886,13,126,7,-113
5887,868,241,7,627
5888,502,370,10,132
5889,785,454,5,331
5890,983,602,5,381
5891,678,970,4,1648
5892,328,678,6,-350
5893,89,552,9,-463
5894,459,841,3,1300
5895,668,0,7,668
5896,728,981,3,1709
5897,626,768,5,-142
5898,197,136,9,61
5899,805,724,1,1529
5900,359,16,2,375
5901,548,554,6,-6
5902,800,574,8,226
5903,802,115,10,687
5904,460,500,8,-40
5905,957,426,6,531
5906,279,717,3,996
5907,816,796,5,20
5908,907,255,10,652
5909,264,320,4,584
5910,244,688,9,-444
5911,782,315,1,1097
5912,968,445,1,1413
5913,577,75,10,502
5914,251,882,5,-631
5915,603,418,4,1021
5916,337,168,1,505
5917,916,716,10,200
5918,811,242,5,569
5919,16,451,1,467
5920,599,689,5,-90
5921,350,299,6,51
5922,763,278,3,1041
5923,934,739,10,195
5924,449,164,1,613
5925,595,540,10,55
5926,715,506,5,209
5927,381,335,10,46
5928,906,24,4,930
5929,890,767,5,123
5930,617,913,5,-296
5931,653,953,5,-300
5932,844,735,6,109
5933,270,86,10,184
5934,654,994,4,1648
5935,536,728,8,-192
5936,539,626,5,-87
5937,490,456,7,34
5938,968,968,7,0
5939,491,40,4,531
5940,804,675,2,1479
5941,140,100,3,240
5942,780,0,6,780
5943,583,783,9,-200
5944,15,703,8,-688
5945,827,589,7,238
5946,760,725,1,1485
5947,739,50,9,689
5948,267,273,8,-6
5949,42,550,5,-508
5950,859,43,10,816
5951,21,734,1,755
5952,119,247,8,-128
5953,56,245,7,-189
5954,851,907,8,-56
5955,960,951,3,1911
5956,287,983,4,1270
5957,89,45,7,44
5958,925,660,3,1585
5959,330,217,9,113
5960,966,538,10,428
5961,227,613,6,-386
5962,770,148,4,918
5963,195,204,7,-9
5964,6,635,4,641
5965,779,543,6,236
5966,891,375,6,516
5967,856,80,4,936
5968,448,96,8,352
5969,331,767,1,1098
5970,268,297,5,-29
5971,491,670,1,1161
5972,728,687,7,41
5973,781,379,3,1160
5974,858,981,9,-123
5975,775,902,3,1677
5976,455,320,2,775
5977,255,730,10,-475
5978,112,431,9,-319
5979,786,869,2,1655
5980,290,407,10,-117
5981,969,97,6,872
5982,666,505,8,161
5983,223,479,8,-256
5984,320,576,8,-256
5985,811,594,1,1405
5986,658,683,5,-25
5987,223,547,1,770
5988,662,722,6,-60
5989,51,485,3,536
5990,537,358,3,895
5991,877,217,7,660
5992,685,177,7,508
5993,804,801,3,1605
5994,199,528,7,-329
5995,736,517,6,219
5996,999,853,3,1852
5997,760,910,1,1670
5998,587,891,1,1478
5999,811,64,2,875
6000,461,183,10,278
6001,998,727,1,1725
6002,639,1,4,640
6003,851,315,2,1166
6004,275,464,6,-189
6005,676,800,6,-124
6006,133,531,9,-398
6007,250,587,2,837
6008,565,527,9,38
6009,891,95,10,796
6010,987,339,8,648
6011,969,629,8,340
6012,929,467,1,1396
6013,993,335,3,1328
6014,10,466,7,-456
6015,615,748,2,1363
6016,392,958,7,-566
6017,686,609,5,77
6018,245,933,5,-688
6019,599,494,1,1093
6020,935,428,3,1363
6021,776,216,2,992
6022,181,285,7,-104
6023,853,172,6,681
6024,398,522,5,-124
6025,71,538,9,-467
6026,537,904,3,1441
6027,888,856,7,32
6028,378,640,10,-262
6029,148,538,5,-390
6030,629,751,4,1380
6031,704,66,9,638
6032,495,27,8,468
6033,553,768,4,1321
6034,807,8,4,815
6035,245,798,10,-553
6036,587,508,6,79
6037,779,104,6,675
6038,578,619,1,1197
6039,620,770,4,1390
6040,243,122,10,121
6041,200,642,1,842
6042,217,244,2,461
6043,398,996,10,-598
6044,278,478,5,-200
6045,153,422,1,575
6046,101,535,5,-434
6047,710,938,7,-228
6048,3,750,1,753
6049,618,14,7,604
6050,799,294,6,505
6051,167,151,8,16
6052,943,69,4,1012
6053,612,227,6,385
6054,100,366,3,466
6055,344,301,10,43
6056,392,835,7,-443
6057,797,497,5,300
6058,530,503,1,1033
6059,515,160,6,355
6060,914,857,2,1771
6061,210,824,5,-614
6062,989,799,5,190
6063,29,482,10,-453
6064,305,841,2,1146
6065,809,757,8,52
6066,622,696,8,-74
6067,894,851,9,43
6068,292,272,8,20
6069,409,110,1,519
6070,774,373,4,1147
6071,217,569,2,786
6072,511,366,8,145
6073,482,894,5,-412
6074,276,108,10,168
6075,676,822,3,1498
6076,106,487,3,593
6077,138,725,10,-587
6078,859,7,4,866
6079,392,479,10,-87
6080,443,590,3,1033
6081,106,81,4,187
6082,563,147,10,416
6083,702,5,6,697
6084,311,534,9,-223
6085,62,8,1,70
6086,614,993,2,1607
6087,953,874,7,79
6088,724,314,5,410
6089,230,752,2,982
6090,319,977,9,-658
6091,858,398,3,1256
6092,480,212,1,692
6093,41,360,6,-319
6094,468,343,5,125
6095,873,852,6,21
6096,429,381,4,810
6097,974,328,4,1302
6098,960,455,1,1415
6099,713,358,6,355
6100,316,569,4,885
6101,437,478,2,915
6102,174,194,7,-20
6103,462,454,7,8
6104,894,744,9,150
6105,780,602,6,178
6106,555,81,8,474
6107,217,587,10,-370
6108,639,246,3,885
6109,225,188,10,37
6110,320,863,10,-543
6111,642,353,8,289
6112,254,101,1,355
6113,234,137,2,371
6114,673,766,10,-93
6115,460,67,9,393
6116,879,277,1,1156
6117,884,531,2,1415
6118,345,718,9,-373
6119,418,991,1,1409
6120,289,0,2,289
6121,896,194,1,1090
6122,610,847,7,-237
6123,573,808,9,-235
6124,526,404,6,122
6125,800,417,2,1217
6126,482,759,8,-277
6127,690,308,1,998
6128,563,316,2,879
6129,130,38,10,92
6130,931,253,5,678
6131,14,568,9,-554
6132,48,871,7,-823
6133,706,469,10,237
6134,349,388,1,737
6135,838,861,2,1699
6136,446,513,3,959
6137,861,37,1,898
6138,695,739,5,-44
6139,257,626,5,-369
6140,135,828,8,-693
6141,991,182,7,809
6142,972,718,5,254
6143,620,501,5,119
6144,920,850,7,70
6145,195,776,8,-581
6146,24,53,4,77
6147,139,502,3,641
6148,146,702,9,-556
6149,220,806,9,-586
6150,978,46,2,1024
6151,471,911,9,-440
6152,79,468,4,547
6153,516,446,5,70
6154,742,750,10,-8
6155,615,196,5,419
6156,585,234,8,351
6157,456,494,1,950
6158,664,659,5,5
6159,224,172,4,396
6160,260,222,8,38
6161,730,721,9,9
6162,516,305,10,211
6163,592,652,8,-60
6164,414,400,4,814
6165,555,108,9,447
6166,545,441,9,104
6167,801,780,10,21
6168,902,45,4,947
6169,644,902,3,1546
6170,235,994,1,1229
6171,937,266,2,1203
6172,212,793,7,-581
6173,566,646,4,1212
6174,676,920,9,-244
6175,599,845,9,-246
6176,756,895,3,1651
6177,457,705,8,-248
6178,820,920,6,-100
6179,113,56,2,169
6180,173,981,8,-808
6181,30,717,6,-687
6182,776,98,9,678
6183,164,141,7,23
6184,925,484,9,441
6185,976,246,3,1222
6186,486,214,9,272
6187,986,210,5,776
6188,497,464,9,33
