p,q,f,out
190,900,8,1090
557,277,1,834
475,279,2,754
502,912,4,1414
146,490,3,636
793,46,10,839
770,943,1,1713
745,305,3,1050
330,264,4,594
40,148,1,188
575,595,1,1170
593,11,8,604
714,992,8,1706
795,553,1,1348
607,239,2,846
642,27,5,669
986,558,10,1544
715,301,1,1016
80,30,4,110
605,924,6,1529
308,623,5,931
341,502,7,843
926,756,5,1682
23,794,6,817
75,895,2,970
293,13,6,306
693,951,3,1644
648,547,9,1195
398,579,7,977
474,378,6,852
965,144,5,1109
566,207,7,773
539,638,2,1177
228,228,10,456
565,810,9,1375
615,683,2,1298
451,235,2,686
622,346,2,968
617,624,3,1241
782,279,2,1061
823,983,9,1806
278,601,6,879
429,527,1,956
862,99,2,961
326,340,4,666
957,613,5,1570
973,835,8,1808
424,885,1,1309
419,814,6,1233
697,518,6,1215
736,849,5,1585
239,604,2,843
432,581,6,1013
965,669,7,1634
765,96,9,861
665,8,7,673
870,856,2,1726
737,28,1,765
651,315,1,966
955,646,6,1601
204,277,6,481
7,119,7,126
69,81,2,150
82,157,8,239
212,241,5,453
514,132,7,646
677,296,10,973
10,806,2,816
206,124,3,330
270,515,1,785
448,695,8,1143
952,196,7,1148
199,715,3,914
144,351,1,495
716,208,8,924
565,805,4,1370
937,982,3,1919
431,274,5,705
765,315,7,1080
94,826,7,920
901,250,4,1151
293,321,4,614
330,708,1,1038
342,71,7,413
333,362,8,695
366,994,7,1360
225,595,10,820
799,318,2,1117
205,653,6,858
631,601,6,1232
583,288,4,871
260,733,5,993
569,467,7,1036
305,977,2,1282
799,877,8,1676
351,850,10,1201
377,818,7,1195
832,951,9,1783
871,574,2,1445
713,100,4,813
314,775,7,1089
117,492,5,609
173,844,3,1017
833,940,3,1773
10,503,2,513
600,900,10,1500
557,914,3,1471
854,235,9,1089
622,674,3,1296
683,461,5,1144
907,680,3,1587
527,253,3,780
99,962,7,1061
703,759,3,1462
618,21,9,639
481,419,8,900
388,463,2,851
38,301,8,339
70,636,2,706
726,352,3,1078
26,427,2,453
748,80,3,828
317,0,7,317
59,311,7,370
270,3,5,273
598,997,4,1595
481,728,5,1209
994,373,7,1367
628,22,1,650
143,291,10,434
329,527,7,856
336,144,4,480
114,539,6,653
548,513,5,1061
30,544,4,574
544,644,2,1188
443,840,4,1283
414,94,2,508
225,498,4,723
377,506,6,883
543,538,9,1081
639,170,10,809
243,505,6,748
475,829,7,1304
477,225,1,702
945,793,4,1738
86,990,4,1076
900,489,3,1389
90,212,9,302
998,992,4,1990
235,492,3,727
375,798,6,1173
220,636,4,856
364,146,6,510
971,263,2,1234
87,343,9,430
161,522,5,683
213,359,9,572
1,903,1,904
555,943,7,1498
546,565,10,1111
838,793,5,1631
351,273,1,624
634,363,6,997
723,472,7,1195
122,610,6,732
14,642,1,656
890,78,9,968
617,241,7,858
525,145,3,670
624,121,7,745
645,15,5,660
196,118,7,314
249,710,7,959
3,685,9,688
511,732,7,1243
839,132,4,971
914,700,8,1614
436,699,5,1135
148,686,2,834
624,22,1,646
130,641,9,771
26,589,10,615
321,437,9,758
289,402,3,691
996,99,4,1095
987,630,3,1617
712,653,6,1365
546,97,6,643
344,501,1,845
229,939,8,1168
23,591,7,614
156,424,8,580
474,635,1,1109
788,935,4,1723
469,374,3,843
443,960,1,1403
433,485,10,918
64,567,5,631
775,634,9,1409
731,311,9,1042
68,340,4,408
222,595,7,817
582,607,9,1189
49,301,2,350
223,463,3,686
879,807,7,1686
239,940,7,1179
788,212,10,1000
673,406,2,1079
259,846,10,1105
764,553,2,1317
245,583,10,828
9,805,7,814
980,590,6,1570
180,27,5,207
597,227,1,824
834,257,8,1091
699,774,2,1473
311,400,10,711
512,470,2,982
170,194,3,364
740,950,10,1690
850,734,7,1584
458,634,6,1092
217,669,8,886
200,363,10,563
639,372,8,1011
103,831,6,934
748,818,1,1566
527,248,2,775
234,532,3,766
664,308,9,972
666,135,4,801
419,345,3,764
207,758,3,965
729,414,2,1143
530,933,2,1463
272,543,1,815
27,103,9,130
963,230,10,1193
305,700,5,1005
795,638,6,1433
473,844,1,1317
747,127,1,874
149,453,3,602
133,406,3,539
668,81,9,749
453,104,3,557
240,403,4,643
210,180,4,390
537,446,3,983
588,393,1,981
456,927,2,1383
379,305,1,684
643,965,6,1608
218,648,6,866
824,549,5,1373
874,416,3,1290
607,904,3,1511
451,959,3,1410
970,382,3,1352
682,687,5,1369
82,950,10,1032
242,807,1,1049
712,970,1,1682
30,922,5,952
564,901,7,1465
464,85,8,549
930,870,9,1800
169,393,3,562
660,320,1,980
955,332,10,1287
775,42,4,817
728,767,5,1495
182,835,8,1017
494,551,1,1045
293,281,7,574
343,156,2,499
596,359,7,955
760,951,9,1711
261,335,9,596
597,911,4,1508
416,791,1,1207
607,117,2,724
140,37,4,177
321,239,9,560
777,441,1,1218
378,630,6,1008
209,232,6,441
726,335,4,1061
734,136,8,870
208,588,7,796
533,375,8,908
547,684,8,1231
805,315,7,1120
42,835,8,877
170,387,10,557
867,967,3,1834
825,893,10,1718
93,463,8,556
104,8,4,112
495,493,7,988
153,676,10,829
265,335,9,600
74,196,10,270
759,240,8,999
563,531,10,1094
339,503,2,842
772,185,9,957
179,670,1,849
203,23,10,226
692,868,4,1560
437,774,6,1211
612,365,5,977
397,909,6,1306
115,529,10,644
489,930,4,1419
65,471,5,536
948,150,3,1098
281,158,6,439
514,419,5,933
471,337,8,808
213,307,4,520
81,193,8,274
408,762,5,1170
122,527,10,649
371,488,2,859
633,333,9,966
153,334,3,487
408,216,9,624
804,255,3,1059
442,333,8,775
627,801,7,1428
969,912,5,1881
698,54,6,752
990,673,4,1663
845,818,7,1663
241,998,6,1239
216,731,10,947
244,302,1,546
211,445,7,656
988,681,6,1669
982,811,10,1793
169,121,10,290
508,318,1,826
721,732,6,1453
688,20,5,708
604,45,9,649
444,781,1,1225
346,260,10,606
43,101,2,144
89,312,9,401
454,19,10,473
357,97,6,454
74,472,2,546
753,512,3,1265
244,490,7,734
697,814,1,1511
332,722,6,1054
449,101,1,550
327,378,2,705
962,747,5,1709
616,510,7,1126
230,713,1,943
559,121,4,680
293,10,9,303
948,43,1,991
577,819,3,1396
533,280,3,813
988,610,3,1598
420,440,7,860
665,727,2,1392
189,875,8,1064
24,70,8,94
205,249,4,454
241,876,2,1117
206,7,10,213
540,825,6,1365
695,812,5,1507
81,570,10,651
167,458,2,625
594,290,4,884
82,98,6,180
28,602,4,630
46,604,7,650
726,406,10,1132
450,586,1,1036
150,807,9,957
296,864,8,1160
114,52,3,166
241,685,7,926
709,866,9,1575
734,414,10,1148
278,500,7,778
774,659,9,1433
651,401,7,1052
224,211,3,435
256,507,2,763
342,50,1,392
642,349,1,991
714,890,3,1604
140,547,4,687
575,706,7,1281
27,57,9,84
270,202,2,472
240,598,7,838
117,647,1,764
531,449,5,980
515,14,3,529
355,607,10,962
73,123,2,196
481,608,3,1089
315,424,5,739
511,551,6,1062
756,589,5,1345
120,668,9,788
608,854,10,1462
858,563,6,1421
766,667,10,1433
226,963,7,1189
197,625,1,822
955,714,9,1669
868,799,3,1667
101,331,4,432
763,720,4,1483
603,288,1,891
963,996,1,1959
518,744,6,1262
656,839,3,1495
125,663,6,788
835,463,8,1298
408,57,9,465
686,808,2,1494
203,354,7,557
528,461,5,989
186,661,9,847
136,224,4,360
767,150,10,917
567,654,6,1221
522,66,9,588
163,451,3,614
98,489,3,587
720,631,3,1351
209,798,8,1007
966,147,2,1113
998,804,5,1802
239,524,4,763
110,373,8,483
810,568,7,1378
472,719,7,1191
481,986,2,1467
52,985,6,1037
92,7,6,99
350,221,8,571
979,877,4,1856
53,104,2,157
352,750,4,1102
521,329,8,850
121,727,2,848
54,863,8,917
122,959,3,1081
37,499,8,536
389,195,10,584
876,325,10,1201
460,952,2,1412
493,723,2,1216
567,501,2,1068
941,916,4,1857
906,506,2,1412
384,266,4,650
447,714,3,1161
329,987,1,1316
693,399,9,1092
688,477,7,1165
27,1,1,28
53,284,7,337
13,915,4,928
382,809,9,1191
536,761,10,1297
901,480,1,1381
867,931,5,1798
725,953,7,1678
691,434,7,1125
151,126,4,277
473,964,9,1437
744,825,4,1569
626,901,2,1527
354,221,1,575
367,660,5,1027
329,347,7,676
856,290,9,1146
256,782,8,1038
348,360,8,708
441,227,8,668
982,276,2,1258
109,640,4,749
903,144,4,1047
184,353,9,537
362,660,1,1022
989,241,7,1230
591,166,10,757
66,259,2,325
512,287,3,799
197,300,1,497
965,681,8,1646
268,576,9,844
545,456,4,1001
292,124,2,416
944,766,5,1710
437,459,2,896
844,746,10,1590
597,194,5,791
41,679,2,720
537,413,6,950
605,157,8,762
530,815,3,1345
931,694,5,1625
973,355,5,1328
473,321,1,794
205,638,1,843
185,782,10,967
333,241,6,574
287,822,5,1109
841,454,3,1295
449,382,10,831
423,749,1,1172
951,38,1,989
6,751,9,757
540,850,1,1390
986,721,4,1707
422,204,4,626
575,657,1,1232
564,810,10,1374
531,102,6,633
939,397,5,1336
397,65,10,462
611,682,2,1293
704,520,1,1224
491,520,6,1011
389,632,1,1021
679,75,7,754
413,921,5,1334
274,227,10,501
687,885,3,1572
251,50,10,301
684,501,8,1185
4,234,7,238
555,953,8,1508
714,471,10,1185
616,786,10,1402
226,404,2,630
400,175,7,575
262,512,4,774
452,62,7,514
952,13,6,965
829,352,8,1181
197,324,2,521
821,665,5,1486
774,662,3,1436
257,790,4,1047
485,323,10,808
27,135,1,162
13,670,5,683
864,130,4,994
80,518,6,598
543,318,7,861
841,537,6,1378
350,408,3,758
935,387,5,1322
349,938,3,1287
523,295,3,818
953,650,7,1603
668,431,7,1099
980,967,10,1947
706,816,9,1522
334,286,10,620
90,723,3,813
148,383,9,531
574,606,10,1180
692,505,6,1197
568,835,1,1403
370,587,6,957
168,364,3,532
181,379,3,560
197,427,8,624
346,437,1,783
953,998,3,1951
956,280,1,1236
510,895,6,1405
99,647,5,746
753,250,7,1003
141,783,6,924
918,630,6,1548
650,348,4,998
339,216,8,555
914,995,6,1909
455,354,4,809
240,110,8,350
905,138,3,1043
923,94,6,1017
847,261,4,1108
502,551,10,1053
362,13,9,375
878,815,8,1693
815,793,3,1608
817,980,1,1797
40,533,8,573
615,483,2,1098
350,263,2,613
696,215,7,911
260,258,4,518
521,588,10,1109
715,506,5,1221
96,503,6,599
833,937,6,1770
675,776,3,1451
486,243,7,729
590,71,2,661
206,925,3,1131
849,884,8,1733
392,743,3,1135
596,384,8,980
684,896,1,1580
371,87,3,458
842,45,5,887
791,943,10,1734
500,950,2,1450
772,396,10,1168
875,652,8,1527
583,789,1,1372
919,899,1,1818
851,186,1,1037
799,460,7,1259
778,402,6,1180
173,628,1,801
432,484,4,916
623,990,1,1613
231,556,8,787
455,912,6,1367
955,977,3,1932
738,612,8,1350
690,642,4,1332
907,89,1,996
418,743,8,1161
84,199,8,283
786,56,7,842
947,656,10,1603
413,193,3,606
497,845,8,1342
482,57,8,539
258,366,2,624
895,383,7,1278
834,676,9,1510
373,738,3,1111
496,11,1,507
357,883,4,1240
595,778,10,1373
180,87,1,267
859,169,5,1028
249,605,10,854
14,48,1,62
178,837,2,1015
990,156,3,1146
752,444,2,1196
111,49,1,160
131,879,6,1010
746,305,10,1051
634,33,5,667
193,463,10,656
878,346,5,1224
519,718,2,1237
240,677,7,917
351,511,5,862
458,56,5,514
109,488,9,597
264,442,5,706
623,403,4,1026
998,202,3,1200
495,348,5,843
875,478,2,1353
375,412,10,787
816,930,1,1746
369,928,9,1297
512,397,7,909
697,776,9,1473
650,25,9,675
255,998,1,1253
564,670,2,1234
754,537,4,1291
345,777,10,1122
485,882,5,1367
29,908,6,937
880,872,9,1752
449,903,6,1352
655,940,10,1595
772,357,7,1129
182,864,2,1046
488,494,5,982
605,74,9,679
495,744,4,1239
91,36,7,127
927,494,2,1421
679,782,2,1461
64,189,9,253
838,189,10,1027
393,930,4,1323
796,892,5,1688
702,127,4,829
795,562,1,1357
344,306,7,650
331,696,10,1027
825,742,4,1567
135,377,7,512
482,732,2,1214
446,453,8,899
914,260,5,1174
764,636,10,1400
977,818,3,1795
243,154,7,397
867,522,6,1389
970,283,3,1253
42,464,4,506
195,447,10,642
612,891,10,1503
681,128,5,809
423,809,8,1232
44,183,7,227
549,317,10,866
503,578,8,1081
12,417,10,429
236,557,8,793
935,323,3,1258
634,982,3,1616
883,412,6,1295
432,111,3,543
501,662,1,1163
251,226,5,477
510,176,6,686
284,469,9,753
780,105,5,885
449,257,1,706
234,328,10,562
770,905,3,1675
272,707,3,979
64,740,7,804
914,6,1,920
510,231,7,741
481,127,5,608
954,220,10,1174
457,292,10,749
571,714,4,1285
675,344,4,1019
920,651,5,1571
326,595,1,921
425,227,2,652
126,702,8,828
618,1,2,619
574,428,5,1002
214,302,9,516
255,919,4,1174
537,847,8,1384
635,545,4,1180
472,808,6,1280
842,462,7,1304
635,42,6,677
818,271,4,1089
48,427,4,475
598,553,5,1151
146,447,8,593
78,358,1,436
50,124,10,174
485,519,1,1004
841,45,7,886
394,169,6,563
344,319,10,663
621,153,10,774
931,498,3,1429
18,505,2,523
283,94,8,377
325,106,3,431
770,857,1,1627
598,506,10,1104
665,951,6,1616
37,104,6,141
935,180,5,1115
744,105,8,849
707,853,5,1560
883,286,9,1169
254,289,3,543
609,993,4,1602
811,547,9,1358
221,807,5,1028
243,185,6,428
979,825,10,1804
921,156,10,1077
931,38,4,969
167,755,9,922
301,945,4,1246
209,967,4,1176
142,620,4,762
71,479,9,550
767,154,1,921
856,571,8,1427
345,324,3,669
167,327,7,494
451,679,7,1130
951,450,7,1401
616,403,6,1019
346,100,7,446
524,317,5,841
442,118,10,560
867,539,6,1406
924,71,10,995
302,359,9,661
843,962,4,1805
359,917,1,1276
859,309,6,1168
288,305,9,593
638,828,9,1466
150,717,6,867
968,996,9,1964
117,587,8,704
612,553,5,1165
337,601,2,938
841,851,5,1692
658,902,6,1560
888,861,2,1749
145,438,2,583
271,479,6,750
566,881,8,1447
629,938,5,1567
852,454,2,1306
435,343,9,778
447,562,1,1009
347,335,9,682
381,480,2,861
999,653,7,1652
870,270,2,1140
505,232,10,737
49,784,10,833
619,56,10,675
468,34,5,502
442,212,8,654
995,650,7,1645
617,735,10,1352
704,83,6,787
74,991,4,1065
552,550,8,1102
358,686,5,1044
624,365,3,989
801,597,5,1398
416,938,6,1354
419,954,8,1373
196,113,5,309
489,862,5,1351
196,907,6,1103
476,344,7,820
494,910,10,1404
200,718,2,918
494,384,10,878
401,425,1,826
136,484,8,620
996,820,9,1816
427,702,4,1129
138,620,2,758
506,796,7,1302
879,373,6,1252
558,304,4,862
947,485,10,1432
198,984,4,1182
271,451,8,722
737,767,10,1504
143,431,3,574
530,612,9,1142
24,837,3,861
521,593,5,1114
215,719,6,934
930,204,5,1134
608,336,1,944
250,724,3,974
412,695,9,1107
426,276,10,702
242,572,1,814
210,317,10,527
676,449,8,1125
195,691,2,886
490,825,6,1315
371,509,6,880
98,801,4,899
372,449,10,821
855,867,7,1722
163,989,10,1152
455,167,8,622
823,362,3,1185
818,217,5,1035
947,512,10,1459
700,72,3,772
267,845,8,1112
178,934,6,1112
675,362,5,1037
170,314,3,484
719,524,9,1243
942,260,1,1202
2,384,4,386
781,904,10,1685
580,153,2,733
446,39,1,485
589,771,4,1360
205,499,5,704
170,589,6,759
738,290,6,1028
882,201,8,1083
242,533,7,775
614,105,8,719
79,474,7,553
714,890,10,1604
256,879,3,1135
849,515,1,1364
253,359,4,612
350,917,10,1267
253,432,2,685
774,121,8,895
597,158,10,755
360,826,3,1186
565,337,8,902
680,861,9,1541
24,276,7,300
199,235,1,434
596,855,1,1451
849,139,9,988
852,571,2,1423
268,936,3,1204
914,82,4,996
658,355,5,1013
509,357,5,866
281,558,7,839
15,986,3,1001
87,363,2,450
113,75,1,188
820,582,10,1402
394,702,7,1096
583,792,9,1375
584,459,1,1043
763,454,8,1217
647,361,4,1008
67,223,4,290
613,475,8,1088
525,980,8,1505
743,430,1,1173
807,78,7,885
22,669,8,691
646,384,6,1030
713,705,6,1418
37,942,8,979
833,969,1,1802
8,937,9,945
463,976,8,1439
211,538,5,749
75,511,9,586
908,161,5,1069
941,876,4,1817
886,211,6,1097
503,881,5,1384
631,92,5,723
546,438,5,984
397,657,5,1054
949,636,8,1585
408,629,2,1037
638,214,6,852
834,951,9,1785
504,622,1,1126
492,960,8,1452
670,227,10,897
203,732,5,935
176,684,10,860
801,180,8,981
395,984,7,1379
334,401,9,735
896,811,4,1707
355,779,8,1134
336,838,3,1174
380,305,9,685
210,109,3,319
982,490,3,1472
860,439,6,1299
580,31,9,611
209,697,4,906
294,301,6,595
455,885,5,1340
378,819,10,1197
556,112,3,668
32,398,3,430
998,127,10,1125
543,242,9,785
396,40,2,436
258,345,9,603
290,238,5,528
962,264,3,1226
336,105,6,441
961,370,3,1331
894,942,7,1836
598,495,9,1093
789,893,6,1682
241,539,9,780
980,257,6,1237
916,205,10,1121
495,84,10,579
13,65,9,78
102,551,6,653
162,661,4,823
12,822,3,834
385,469,2,854
733,824,10,1557
856,21,6,877
474,470,7,944
305,613,2,918
258,928,1,1186
231,697,8,928
180,469,5,649
695,933,9,1628
582,95,8,677
420,911,5,1331
684,176,7,860
241,794,3,1035
555,120,6,675
681,552,4,1233
956,340,5,1296
701,5,7,706
738,215,3,953
321,613,9,934
671,593,8,1264
581,992,1,1573
426,998,7,1424
865,920,3,1785
448,400,4,848
33,279,7,312
731,419,8,1150
365,34,1,399
757,364,3,1121
620,355,7,975
706,616,3,1322
240,221,2,461
126,160,3,286
175,77,7,252
298,553,6,851
621,945,6,1566
580,633,10,1213
825,257,10,1082
438,299,6,737
157,908,3,1065
591,10,10,601
55,891,1,946
196,442,10,638
830,206,6,1036
330,419,8,749
357,127,1,484
62,460,9,522
638,665,3,1303
55,796,8,851
310,221,7,531
371,455,9,826
379,469,8,848
236,570,4,806
504,36,7,540
460,41,1,501
352,317,4,669
859,551,1,1410
806,185,4,991
180,44,4,224
98,889,2,987
363,798,3,1161
48,184,9,232
386,119,7,505
998,232,7,1230
683,192,3,875
461,276,3,737
406,538,10,944
804,944,6,1748
514,704,3,1218
604,640,4,1244
494,265,10,759
191,929,1,1120
146,354,7,500
445,857,1,1302
172,657,5,829
149,514,3,663
733,947,6,1680
276,744,7,1020
87,841,5,928
806,964,2,1770
309,72,9,381
193,380,7,573
589,170,10,759
365,546,4,911
414,319,2,733
180,988,7,1168
88,265,6,353
493,236,5,729
558,58,6,616
577,169,8,746
655,76,10,731
907,276,5,1183
188,24,5,212
365,462,2,827
987,657,1,1644
611,833,7,1444
963,203,7,1166
532,639,7,1171
535,928,6,1463
658,453,10,1111
535,604,6,1139
40,559,3,599
188,916,6,1104
815,937,4,1752
855,89,8,944
512,166,2,678
223,17,6,240
898,294,5,1192
325,292,6,617
396,446,3,842
287,320,4,607
928,195,7,1123
384,912,8,1296
209,857,6,1066
957,497,5,1454
710,291,4,1001
343,977,7,1320
650,791,4,1441
558,943,8,1501
835,398,8,1233
778,308,3,1086
388,158,10,546
427,108,9,535
616,682,10,1298
558,524,7,1082
583,422,3,1005
679,526,3,1205
373,971,9,1344
178,441,1,619
170,202,4,372
604,44,8,648
999,372,7,1371
123,83,3,206
831,452,4,1283
886,561,5,1447
977,410,1,1387
485,199,2,684
937,469,5,1406
93,412,1,505
73,362,9,435
372,285,7,657
186,217,5,403
958,642,2,1600
973,680,3,1653
63,634,7,697
474,544,10,1018
770,666,8,1436
168,455,8,623
511,691,6,1202
787,536,10,1323
234,281,6,515
381,539,4,920
320,236,5,556
689,526,2,1215
544,431,5,975
77,943,9,1020
428,466,10,894
623,687,6,1310
647,846,1,1493
46,250,6,296
369,472,7,841
157,375,2,532
764,334,8,1098
745,577,10,1322
188,33,4,221
66,299,4,365
553,291,4,844
392,226,5,618
674,85,10,759
814,851,1,1665
779,676,4,1455
348,810,1,1158
860,703,6,1563
318,958,5,1276
694,236,1,930
37,592,10,629
0,317,4,317
753,872,9,1625
10,337,6,347
114,98,5,212
353,595,6,948
53,400,4,453
406,76,10,482
83,764,5,847
906,212,10,1118
212,668,10,880
425,658,7,1083
678,689,2,1367
150,826,6,976
47,306,1,353
890,704,5,1594
951,226,7,1177
935,640,1,1575
917,147,10,1064
882,380,2,1262
19,71,3,90
304,401,10,705
443,148,7,591
129,792,8,921
196,275,9,471
490,153,4,643
939,687,3,1626
98,279,10,377
752,697,1,1449
489,82,3,571
598,945,10,1543
726,265,10,991
303,546,10,849
527,954,2,1481
797,331,6,1128
482,657,7,1139
127,252,1,379
298,525,8,823
208,18,5,226
414,537,2,951
929,521,2,1450
608,168,2,776
869,271,5,1140
539,348,7,887
521,339,7,860
980,532,4,1512
274,455,1,729
819,413,6,1232
789,43,4,832
716,868,5,1584
760,0,8,760
167,891,1,1058
701,106,6,807
843,602,10,1445
687,308,1,995
516,214,4,730
749,937,8,1686
727,162,10,889
149,673,3,822
928,357,10,1285
741,93,4,834
771,628,2,1399
986,149,10,1135
586,55,4,641
726,195,6,921
490,363,10,853
631,117,8,748
452,530,7,982
350,250,5,600
649,392,1,1041
469,270,1,739
705,343,3,1048
673,540,7,1213
182,449,6,631
812,508,3,1320
690,773,1,1463
525,476,5,1001
111,412,6,523
537,17,5,554
684,494,2,1178
248,126,1,374
789,682,9,1471
295,620,9,915
164,815,3,979
672,748,3,1420
800,379,10,1179
5,759,8,764
608,85,7,693
852,610,2,1462
442,865,10,1307
992,402,8,1394
994,873,1,1867
650,729,3,1379
791,936,1,1727
454,423,7,877
563,311,4,874
381,573,4,954
85,408,8,493
180,663,4,843
518,410,5,928
64,339,10,403
382,49,6,431
973,864,6,1837
609,694,2,1303
928,565,3,1493
222,568,3,790
774,806,4,1580
196,258,1,454
330,641,1,971
441,967,10,1408
865,64,6,929
885,995,8,1880
308,811,5,1119
169,979,6,1148
577,42,1,619
224,636,10,860
290,650,3,940
970,60,9,1030
664,322,3,986
855,68,5,923
721,271,10,992
411,206,5,617
169,95,6,264
750,886,2,1636
693,725,6,1418
926,452,9,1378
640,532,10,1172
880,549,5,1429
656,332,6,988
831,364,8,1195
324,699,10,1023
425,894,7,1319
801,856,7,1657
77,211,9,288
962,552,4,1514
594,947,3,1541
471,775,8,1246
394,738,4,1132
528,411,4,939
22,639,5,661
558,879,10,1437
845,792,7,1637
177,739,2,916
72,566,2,638
688,167,8,855
898,344,10,1242
669,807,5,1476
237,175,5,412
914,418,5,1332
94,78,9,172
998,520,3,1518
958,290,9,1248
554,993,1,1547
548,335,6,883
771,935,7,1706
394,489,2,883
358,960,7,1318
599,442,9,1041
70,586,5,656
729,371,5,1100
745,756,7,1501
645,819,3,1464
0,695,8,695
287,545,2,832
367,525,10,892
759,900,9,1659
710,78,7,788
303,991,9,1294
235,646,2,881
838,29,9,867
678,620,9,1298
955,364,6,1319
261,642,1,903
382,39,5,421
386,670,7,1056
339,135,7,474
243,76,4,319
221,781,1,1002
840,673,9,1513
563,293,2,856
33,537,4,570
800,890,2,1690
242,372,5,614
532,95,8,627
958,823,5,1781
57,189,1,246
956,443,2,1399
852,675,8,1527
853,682,7,1535
941,553,7,1494
138,6,1,144
84,559,8,643
756,260,7,1016
907,399,7,1306
793,519,1,1312
301,588,1,889
694,3,5,697
661,521,6,1182
957,418,8,1375
233,505,9,738
282,528,10,810
671,464,4,1135
75,573,9,648
266,5,2,271
537,828,10,1365
879,451,2,1330
278,670,1,948
695,138,9,833
973,50,6,1023
678,642,2,1320
235,828,4,1063
236,741,7,977
239,398,6,637
673,728,10,1401
365,782,5,1147
180,30,5,210
127,160,7,287
294,425,5,719
752,186,5,938
487,510,1,997
312,827,3,1139
461,434,2,895
872,167,4,1039
685,983,9,1668
480,172,5,652
620,145,9,765
135,337,2,472
524,164,3,688
505,647,9,1152
164,846,7,1010
716,964,9,1680
927,501,4,1428
886,180,10,1066
78,291,10,369
177,905,3,1082
733,255,4,988
55,521,5,576
397,41,7,438
284,618,5,902
501,251,3,752
598,612,1,1210
65,344,6,409
931,731,8,1662
645,584,5,1229
463,58,5,521
126,823,2,949
86,74,3,160
363,506,8,869
914,336,10,1250
206,980,9,1186
428,189,7,617
452,141,8,593
73,668,2,741
438,596,1,1034
569,317,1,886
555,756,4,1311
91,316,9,407
129,306,5,435
11,365,6,376
800,222,9,1022
466,895,8,1361
231,71,1,302
667,913,1,1580
568,748,8,1316
353,727,1,1080
198,303,5,501
777,443,2,1220
479,735,2,1214
781,36,7,817
860,157,3,1017
891,190,8,1081
202,218,8,420
751,258,4,1009
279,840,3,1119
433,267,4,700
811,886,3,1697
824,340,6,1164
630,106,3,736
356,478,8,834
784,250,10,1034
234,632,6,866
663,262,10,925
662,120,10,782
648,449,8,1097
903,315,3,1218
952,297,9,1249
766,195,6,961
444,935,3,1379
904,988,7,1892
536,320,8,856
718,148,7,866
707,230,7,937
796,124,10,920
956,404,4,1360
492,938,1,1430
678,383,8,1061
148,35,3,183
311,54,8,365
993,806,6,1799
440,687,10,1127
793,289,8,1082
797,239,3,1036
446,190,7,636
527,356,1,883
577,668,1,1245
967,134,6,1101
302,757,2,1059
753,145,8,898
591,494,1,1085
136,740,4,876
404,468,5,872
631,448,5,1079
249,795,5,1044
423,570,3,993
46,479,8,525
836,157,8,993
386,250,8,636
572,874,10,1446
796,161,9,957
646,183,8,829
262,826,3,1088
678,997,8,1675
52,722,2,774
930,879,9,1809
645,27,8,672
889,27,6,916
948,682,5,1630
782,551,6,1333
554,200,7,754
177,341,7,518
858,102,5,960
599,887,1,1486
593,285,9,878
717,392,4,1109
437,594,2,1031
877,638,5,1515
388,231,6,619
523,78,10,601
606,249,7,855
272,940,3,1212
905,274,8,1179
903,362,2,1265
700,787,6,1487
278,963,9,1241
903,928,9,1831
964,566,1,1530
876,453,4,1329
626,186,9,812
200,406,10,606
37,567,2,604
250,27,5,277
891,159,2,1050
177,978,5,1155
875,968,2,1843
889,358,7,1247
441,713,3,1154
829,150,1,979
620,297,1,917
241,776,8,1017
150,941,5,1091
635,519,7,1154
172,640,5,812
232,480,9,712
63,211,5,274
119,832,9,951
129,574,6,703
176,92,10,268
791,933,10,1724
308,941,5,1249
704,502,2,1206
726,849,2,1575
693,319,4,1012
397,98,10,495
577,579,2,1156
843,850,4,1693
913,767,6,1680
711,409,8,1120
480,724,5,1204
774,904,1,1678
661,438,1,1099
13,321,7,334
431,591,1,1022
621,407,9,1028
317,53,6,370
160,51,6,211
868,786,10,1654
165,237,8,402
892,776,3,1668
104,484,9,588
224,278,4,502
57,770,9,827
425,821,7,1246
596,910,9,1506
905,139,7,1044
669,179,10,848
685,996,8,1681
549,473,8,1022
160,331,7,491
5,191,9,196
726,905,5,1631
6,432,4,438
370,854,6,1224
805,972,9,1777
273,521,3,794
311,839,1,1150
416,248,8,664
858,221,7,1079
125,673,2,798
540,566,6,1106
964,289,7,1253
189,998,8,1187
349,286,9,635
708,599,9,1307
294,791,2,1085
604,283,9,887
978,999,9,1977
367,38,10,405
373,151,3,524
694,633,10,1327
909,340,8,1249
379,976,1,1355
509,502,5,1011
209,959,6,1168
688,517,10,1205
585,449,8,1034
29,688,1,717
384,339,5,723
686,706,1,1392
282,846,5,1128
700,285,9,985
777,479,3,1256
458,517,2,975
634,736,1,1370
48,276,1,324
408,27,2,435
16,880,7,896
278,77,8,355
533,943,8,1476
235,803,5,1038
142,495,9,637
320,491,3,811
412,15,10,427
175,626,1,801
843,708,9,1551
289,577,8,866
935,133,1,1068
893,578,4,1471
456,346,8,802
988,16,2,1004
320,677,1,997
194,947,8,1141
449,665,4,1114
93,112,6,205
244,763,5,1007
802,626,10,1428
515,788,6,1303
21,439,1,460
720,186,1,906
618,338,7,956
535,527,1,1062
895,26,9,921
687,40,3,727
