p,q,f,out
40,513,1,553
443,196,2,639
141,315,9,456
767,751,2,1518
509,586,9,1095
732,18,4,750
464,742,7,1206
512,180,9,692
840,507,8,1347
783,773,7,1556
738,60,6,798
82,646,7,728
166,880,6,1046
310,889,5,1199
788,990,4,1778
717,369,1,1086
932,449,6,1381
758,516,5,1274
88,61,8,149
620,414,3,1034
378,862,7,1240
617,285,2,902
342,283,2,625
695,815,5,1510
141,624,6,765
26,410,8,436
635,374,4,1009
83,616,4,699
813,506,3,1319
882,700,9,1582
432,187,2,619
504,19,3,523
798,224,6,1022
371,303,10,674
435,397,9,832
801,808,1,1609
556,575,2,1131
978,17,1,995
310,290,8,600
508,958,9,1466
835,686,3,1521
875,314,1,1189
267,545,1,812
976,559,6,1535
763,960,3,1723
511,493,2,1004
34,55,7,89
146,721,4,867
657,155,2,812
745,684,9,1429
315,168,10,483
868,930,2,1798
174,58,2,232
407,503,10,910
5,717,7,722
387,55,3,442
570,198,9,768
52,861,1,913
314,982,2,1296
649,237,1,886
60,335,3,395
489,643,4,1132
505,285,9,790
405,89,1,494
188,970,1,1158
140,155,9,295
865,264,3,1129
517,593,7,1110
800,196,5,996
114,296,9,410
292,700,6,992
55,836,9,891
820,99,6,919
846,759,4,1605
213,972,8,1185
806,100,10,906
853,661,10,1514
11,517,1,528
643,50,9,693
193,683,7,876
415,388,4,803
264,570,6,834
540,177,10,717
633,281,1,914
142,686,4,828
148,460,6,608
458,586,2,1044
659,0,10,659
632,417,3,1049
831,32,5,863
986,244,4,1230
480,911,7,1391
621,501,9,1122
672,893,7,1565
989,685,3,1674
90,580,9,670
52,516,3,568
50,916,5,966
653,828,7,1481
270,53,8,323
661,643,2,1304
329,716,2,1045
96,347,6,443
512,695,8,1207
544,443,1,987
395,786,6,1181
813,533,4,1346
25,68,3,93
77,837,7,914
119,897,1,1016
812,318,7,1130
733,926,1,1659
518,983,1,1501
810,269,5,1079
19,937,1,956
912,608,2,1520
770,843,9,1613
657,203,6,860
566,211,9,777
998,226,6,1224
516,960,9,1476
371,360,8,731
126,655,10,781
124,462,7,586
255,246,1,501
276,577,8,853
553,187,2,740
617,415,4,1032
163,11,6,174
818,367,6,1185
271,727,5,998
690,228,10,918
252,352,4,604
75,420,7,495
852,981,5,1833
80,399,4,479
760,778,9,1538
112,281,3,393
248,650,5,898
548,904,2,1452
269,449,6,718
896,82,5,978
438,812,6,1250
159,784,10,943
901,503,3,1404
407,937,2,1344
958,465,3,1423
379,492,1,871
430,539,5,969
193,677,9,870
508,378,10,886
261,653,2,914
614,897,7,1511
636,801,10,1437
362,898,5,1260
269,453,10,722
663,996,4,1659
74,609,7,683
966,223,10,1189
431,385,1,816
936,927,1,1863
331,308,4,639
653,230,8,883
952,458,4,1410
35,640,2,675
695,141,10,836
480,366,8,846
403,175,2,578
343,277,5,620
366,284,5,650
365,537,5,902
709,794,7,1503
908,949,9,1857
848,532,8,1380
708,38,9,746
742,747,9,1489
588,41,5,629
959,304,4,1263
200,738,6,938
413,316,1,729
481,322,4,803
591,520,2,1111
75,755,10,830
29,871,7,900
26,396,10,422
933,64,1,997
17,765,5,782
296,937,2,1233
437,329,2,766
843,200,2,1043
793,261,1,1054
567,796,9,1363
660,630,8,1290
553,221,2,774
312,33,6,345
738,846,4,1584
700,984,1,1684
779,789,2,1568
307,75,3,382
238,306,8,544
298,840,9,1138
533,285,6,818
127,552,4,679
163,6,1,169
179,550,1,729
358,236,10,594
576,246,8,822
930,686,7,1616
623,165,9,788
362,276,9,638
6,652,10,658
968,156,3,1124
739,463,1,1202
599,680,2,1279
483,296,10,779
222,468,10,690
604,654,10,1258
84,702,8,786
130,790,4,920
441,270,2,711
549,939,9,1488
942,146,9,1088
263,860,5,1123
308,737,9,1045
125,106,6,231
804,651,8,1455
848,87,3,935
840,200,9,1040
607,311,1,918
51,378,10,429
452,816,7,1268
773,693,3,1466
689,253,10,942
140,761,7,901
60,866,1,926
597,426,1,1023
999,914,4,1913
157,18,7,175
42,892,10,934
719,379,7,1098
542,206,10,748
130,480,9,610
938,130,2,1068
250,429,1,679
178,755,6,933
39,327,4,366
937,310,9,1247
970,787,9,1757
919,439,4,1358
511,131,8,642
61,226,6,287
931,547,10,1478
541,919,8,1460
868,758,10,1626
727,403,6,1130
68,868,10,936
903,680,2,1583
555,115,6,670
826,250,6,1076
655,334,10,989
428,582,5,1010
219,293,1,512
682,718,2,1400
511,134,9,645
718,936,5,1654
352,757,6,1109
753,890,8,1643
509,135,8,644
640,398,3,1038
985,612,9,1597
395,464,8,859
637,664,5,1301
981,489,10,1470
821,634,8,1455
69,752,4,821
781,783,10,1564
847,199,3,1046
27,117,5,144
819,924,6,1743
20,847,2,867
27,855,9,882
139,411,1,550
210,211,3,421
874,344,5,1218
559,727,4,1286
894,526,1,1420
874,604,5,1478
844,974,2,1818
115,920,6,1035
898,470,10,1368
6,232,5,238
666,510,2,1176
85,736,9,821
310,277,8,587
541,193,1,734
582,625,7,1207
40,426,7,466
113,948,2,1061
313,400,8,713
16,41,2,57
434,590,4,1024
759,298,4,1057
53,215,1,268
394,391,3,785
489,559,2,1048
773,347,1,1120
698,568,3,1266
312,573,10,885
451,245,4,696
183,854,10,1037
515,386,2,901
343,242,10,585
86,723,1,809
981,277,2,1258
215,122,5,337
626,245,10,871
433,852,3,1285
929,725,9,1654
367,148,3,515
618,597,6,1215
647,651,6,1298
125,819,3,944
158,127,2,285
123,903,1,1026
207,574,1,781
442,914,8,1356
979,448,7,1427
355,325,3,680
616,800,7,1416
915,145,9,1060
996,681,5,1677
100,570,4,670
31,796,2,827
273,584,4,857
402,44,2,446
345,626,1,971
318,437,9,755
798,754,8,1552
55,900,7,955
421,233,9,654
477,622,2,1099
239,965,3,1204
673,157,6,830
710,908,4,1618
95,281,4,376
682,781,9,1463
9,510,6,519
716,853,9,1569
329,834,5,1163
38,122,1,160
273,556,3,829
764,558,9,1322
446,371,3,817
884,927,3,1811
415,450,4,865
600,13,6,613
388,461,3,849
205,691,10,896
489,413,7,902
113,393,8,506
975,20,9,995
464,875,8,1339
895,910,1,1805
441,190,7,631
573,484,2,1057
439,406,7,845
305,372,7,677
284,863,8,1147
929,506,6,1435
824,504,5,1328
372,463,4,835
53,980,3,1033
921,993,1,1914
80,816,9,896
5,872,4,877
644,295,7,939
824,795,5,1619
30,879,3,909
679,952,1,1631
440,485,5,925
26,18,5,44
857,58,10,915
396,619,7,1015
91,745,6,836
120,518,6,638
726,299,9,1025
766,201,7,967
288,100,6,388
245,766,5,1011
60,876,1,936
691,887,3,1578
397,853,9,1250
932,945,7,1877
991,670,9,1661
231,789,2,1020
121,318,9,439
831,719,3,1550
336,500,6,836
855,240,6,1095
283,964,2,1247
422,0,4,422
579,254,2,833
857,281,6,1138
706,386,2,1092
344,734,5,1078
86,402,4,488
89,343,1,432
173,349,5,522
648,640,3,1288
304,269,2,573
825,447,5,1272
370,752,8,1122
452,876,10,1328
39,159,6,198
159,968,5,1127
804,419,2,1223
43,439,7,482
134,892,4,1026
408,493,9,901
888,349,7,1237
499,985,3,1484
580,911,1,1491
696,249,10,945
33,794,4,827
688,686,1,1374
962,718,10,1680
793,395,3,1188
468,625,9,1093
467,416,1,883
442,411,5,853
946,97,1,1043
10,268,3,278
633,811,2,1444
694,393,4,1087
534,943,10,1477
715,161,10,876
548,824,9,1372
727,921,5,1648
443,681,10,1124
539,732,6,1271
413,742,4,1155
323,25,9,348
408,18,4,426
398,286,6,684
527,714,9,1241
443,637,1,1080
559,809,2,1368
811,381,4,1192
466,770,3,1236
406,160,9,566
391,101,9,492
944,670,2,1614
845,685,10,1530
162,851,4,1013
842,700,1,1542
810,634,4,1444
148,909,5,1057
639,774,6,1413
814,137,3,951
720,184,6,904
537,7,5,544
907,724,1,1631
296,132,8,428
805,601,8,1406
97,21,7,118
261,655,9,916
525,797,5,1322
688,971,4,1659
936,97,2,1033
397,523,4,920
176,138,3,314
641,38,1,679
526,184,9,710
120,175,9,295
0,358,7,358
711,713,1,1424
164,816,4,980
516,573,10,1089
813,559,9,1372
980,406,3,1386
579,376,7,955
811,872,9,1683
636,120,2,756
797,396,5,1193
193,893,6,1086
987,987,2,1974
893,198,3,1091
370,844,5,1214
448,798,1,1246
653,765,6,1418
445,13,9,458
920,291,1,1211
791,981,1,1772
22,617,2,639
42,98,3,140
814,881,7,1695
207,851,1,1058
627,721,6,1348
69,462,9,531
444,633,6,1077
17,426,9,443
392,946,2,1338
872,559,1,1431
953,358,7,1311
249,216,2,465
22,233,10,255
901,837,9,1738
313,486,1,799
459,934,6,1393
5,519,3,524
585,93,1,678
690,226,6,916
837,862,3,1699
567,734,1,1301
130,767,8,897
681,488,1,1169
592,636,5,1228
211,206,8,417
325,257,10,582
533,651,2,1184
471,946,5,1417
595,419,8,1014
173,452,2,625
992,231,5,1223
652,330,4,982
768,40,5,808
525,947,7,1472
891,927,2,1818
506,941,8,1447
324,221,6,545
85,75,8,160
987,98,4,1085
770,56,8,826
213,365,6,578
582,480,8,1062
733,989,1,1722
713,565,3,1278
622,432,2,1054
520,67,1,587
17,113,1,130
58,200,3,258
921,214,2,1135
692,529,7,1221
852,571,7,1423
80,293,9,373
670,47,4,717
142,557,6,699
809,343,2,1152
9,380,5,389
189,345,5,534
746,29,5,775
352,501,8,853
198,122,6,320
741,943,3,1684
654,723,7,1377
654,366,1,1020
609,755,3,1364
54,647,7,701
529,658,8,1187
863,961,2,1824
101,612,7,713
379,279,3,658
838,606,6,1444
305,11,6,316
235,621,2,856
911,760,9,1671
673,257,2,930
505,764,5,1269
489,308,9,797
269,476,7,745
210,946,3,1156
108,574,3,682
773,886,9,1659
420,459,8,879
148,793,8,941
859,239,8,1098
127,844,4,971
408,305,10,713
950,890,4,1840
604,465,6,1069
769,837,3,1606
478,966,9,1444
323,910,3,1233
902,603,5,1505
60,799,4,859
201,477,8,678
707,136,10,843
170,468,4,638
107,732,6,839
552,164,5,716
129,469,5,598
464,475,4,939
521,172,1,693
735,39,6,774
104,53,10,157
472,24,5,496
958,415,10,1373
935,884,3,1819
150,109,10,259
609,9,3,618
180,530,2,710
968,202,10,1170
611,576,9,1187
364,593,4,957
663,356,5,1019
422,134,6,556
20,310,7,330
430,975,9,1405
973,563,1,1536
630,713,6,1343
777,169,3,946
355,242,1,597
708,375,1,1083
97,607,7,704
772,366,5,1138
39,634,4,673
797,101,5,898
310,154,1,464
542,327,5,869
197,14,6,211
114,228,2,342
509,874,10,1383
321,518,7,839
819,873,1,1692
581,574,7,1155
865,35,4,900
536,996,2,1532
38,748,8,786
146,134,10,280
854,699,1,1553
376,139,3,515
173,67,5,240
880,322,10,1202
667,367,10,1034
378,839,8,1217
608,887,7,1495
236,301,10,537
488,440,9,928
686,999,4,1685
428,764,6,1192
674,581,4,1255
543,534,8,1077
351,264,1,615
115,950,10,1065
748,746,9,1494
584,174,8,758
656,171,3,827
839,152,1,991
48,744,9,792
332,678,2,1010
69,411,7,480
270,100,9,370
399,816,4,1215
483,992,2,1475
364,928,2,1292
12,29,7,41
322,527,10,849
699,318,6,1017
756,112,9,868
332,768,4,1100
254,156,1,410
862,997,6,1859
86,165,4,251
19,743,3,762
72,267,4,339
515,171,10,686
336,84,10,420
23,641,4,664
455,95,3,550
833,729,3,1562
566,728,2,1294
662,11,9,673
739,316,3,1055
434,867,4,1301
854,273,10,1127
264,14,8,278
746,519,1,1265
280,348,4,628
954,795,3,1749
105,133,5,238
673,277,3,950
265,757,4,1022
959,731,10,1690
897,937,1,1834
622,197,4,819
800,338,8,1138
175,608,2,783
973,151,1,1124
730,579,2,1309
532,28,9,560
452,299,9,751
300,574,5,874
373,611,9,984
66,73,4,139
231,883,6,1114
274,508,3,782
876,73,3,949
943,854,10,1797
841,617,1,1458
635,246,9,881
356,805,6,1161
447,267,5,714
701,97,7,798
207,654,4,861
445,751,9,1196
325,615,3,940
410,946,2,1356
310,689,1,999
546,322,1,868
803,32,5,835
108,344,3,452
944,999,10,1943
593,806,10,1399
676,880,10,1556
536,27,5,563
862,9,2,871
25,554,1,579
860,953,1,1813
256,170,2,426
334,222,3,556
452,610,3,1062
949,648,2,1597
513,53,3,566
182,102,3,284
662,860,6,1522
753,411,8,1164
940,202,10,1142
257,751,3,1008
335,349,9,684
261,450,6,711
478,948,9,1426
355,85,8,440
614,616,7,1230
878,63,4,941
681,525,2,1206
978,519,8,1497
231,444,6,675
952,442,9,1394
954,894,1,1848
648,493,6,1141
427,636,10,1063
948,374,7,1322
568,507,5,1075
684,414,4,1098
151,493,10,644
550,882,8,1432
677,916,2,1593
378,194,5,572
724,102,9,826
777,95,5,872
89,757,1,846
818,140,2,958
393,287,7,680
336,871,1,1207
78,317,3,395
791,405,7,1196
992,48,8,1040
737,494,7,1231
208,205,10,413
625,315,4,940
783,978,5,1761
909,37,6,946
700,786,8,1486
97,856,1,953
816,539,10,1355
495,695,6,1190
338,754,1,1092
113,662,6,775
937,12,7,949
812,590,6,1402
160,200,5,360
126,257,5,383
443,757,6,1200
251,609,7,860
66,326,9,392
948,947,10,1895
202,398,7,600
816,743,1,1559
283,82,4,365
396,118,3,514
179,170,1,349
238,43,6,281
840,156,6,996
568,466,9,1034
129,100,1,229
103,906,6,1009
338,427,5,765
264,188,4,452
595,231,9,826
626,166,9,792
146,12,9,158
1,193,9,194
130,735,5,865
958,276,5,1234
747,457,10,1204
848,794,9,1642
593,583,5,1176
204,530,10,734
195,266,7,461
960,766,8,1726
87,352,6,439
477,212,8,689
515,902,2,1417
423,265,7,688
627,423,1,1050
759,57,9,816
860,48,1,908
957,391,1,1348
388,529,1,917
759,313,1,1072
102,556,9,658
309,489,4,798
691,801,9,1492
263,502,10,765
960,121,8,1081
703,690,6,1393
655,46,4,701
836,226,7,1062
924,141,9,1065
628,762,3,1390
454,528,4,982
622,672,8,1294
752,820,3,1572
115,61,4,176
506,899,6,1405
601,18,4,619
233,146,10,379
419,717,9,1136
82,139,8,221
842,992,2,1834
575,473,10,1048
138,261,8,399
560,825,9,1385
945,514,6,1459
32,482,4,514
136,887,5,1023
603,947,8,1550
299,678,5,977
24,926,6,950
159,96,3,255
392,355,1,747
474,321,7,795
776,849,1,1625
889,443,5,1332
377,294,3,671
506,927,1,1433
495,312,7,807
279,52,1,331
436,55,5,491
544,708,9,1252
842,730,9,1572
407,172,3,579
906,591,9,1497
721,38,1,759
313,930,1,1243
250,390,4,640
28,327,5,355
765,494,8,1259
793,236,9,1029
945,199,3,1144
332,55,5,387
236,379,10,615
348,152,4,500
859,284,10,1143
781,670,6,1451
312,819,8,1131
596,238,2,834
328,309,7,637
81,807,2,888
597,256,2,853
80,697,8,777
32,539,9,571
792,248,9,1040
131,211,2,342
65,710,6,775
348,396,6,744
696,889,8,1585
318,740,4,1058
434,51,1,485
475,499,1,974
863,843,3,1706
92,645,5,737
710,996,3,1706
424,609,6,1033
947,798,7,1745
958,204,6,1162
624,238,6,862
962,52,9,1014
195,155,4,350
173,833,10,1006
249,437,10,686
135,476,8,611
79,871,10,950
430,669,1,1099
65,897,10,962
723,995,4,1718
849,746,8,1595
806,156,7,962
102,711,2,813
66,93,3,159
765,960,9,1725
379,404,4,783
17,157,7,174
405,76,3,481
947,927,6,1874
717,650,1,1367
10,390,5,400
7,19,10,26
134,202,7,336
217,637,4,854
946,186,1,1132
606,818,3,1424
487,420,9,907
185,842,9,1027
160,133,5,293
567,295,7,862
141,506,5,647
268,191,7,459
677,626,7,1303
685,217,10,902
744,954,7,1698
565,208,3,773
89,320,1,409
114,350,7,464
642,802,7,1444
967,862,9,1829
215,579,2,794
634,11,4,645
307,687,7,994
909,959,9,1868
882,987,5,1869
996,83,6,1079
722,65,6,787
33,670,9,703
117,337,7,454
39,485,1,524
940,346,8,1286
919,323,8,1242
525,996,2,1521
586,332,4,918
921,855,10,1776
789,507,1,1296
658,963,6,1621
642,482,2,1124
985,346,3,1331
999,916,8,1915
213,469,2,682
289,541,6,830
626,49,10,675
827,198,6,1025
52,709,1,761
119,40,1,159
729,832,2,1561
913,842,10,1755
734,957,10,1691
572,233,9,805
653,871,9,1524
831,694,8,1525
732,983,4,1715
596,426,2,1022
727,689,3,1416
263,843,10,1106
127,915,4,1042
24,418,8,442
97,267,2,364
965,897,10,1862
38,989,2,1027
39,577,9,616
379,216,6,595
264,68,10,332
709,394,2,1103
550,600,1,1150
787,391,4,1178
354,19,5,373
256,725,6,981
652,904,3,1556
769,279,9,1048
497,10,9,507
861,128,4,989
755,175,5,930
253,458,9,711
655,106,6,761
45,975,2,1020
638,187,1,825
895,817,2,1712
657,463,7,1120
826,970,1,1796
340,716,3,1056
673,714,6,1387
353,281,8,634
831,479,2,1310
204,630,8,834
281,666,6,947
674,17,9,691
937,761,6,1698
314,575,6,889
821,94,7,915
902,835,10,1737
302,66,8,368
569,669,10,1238
84,922,4,1006
876,989,7,1865
663,330,3,993
98,346,8,444
744,432,9,1176
192,518,10,710
636,571,10,1207
653,267,10,920
40,837,5,877
588,197,5,785
403,257,9,660
895,987,4,1882
284,866,5,1150
624,681,3,1305
471,157,4,628
116,592,9,708
588,897,4,1485
804,263,1,1067
4,191,7,195
673,491,5,1164
644,558,3,1202
596,26,6,622
133,794,10,927
400,180,4,580
233,314,6,547
93,958,2,1051
939,670,5,1609
933,981,5,1914
432,757,6,1189
29,301,8,330
210,488,9,698
895,685,9,1580
427,24,2,451
245,749,7,994
134,877,6,1011
942,343,2,1285
536,18,7,554
342,589,2,931
482,359,2,841
442,348,7,790
376,178,6,554
328,307,6,635
78,229,9,307
973,988,2,1961
67,462,9,529
408,660,8,1068
210,802,8,1012
430,576,8,1006
347,312,7,659
861,448,3,1309
656,20,6,676
469,363,7,832
309,520,9,829
727,203,8,930
134,508,7,642
374,776,3,1150
610,791,1,1401
393,756,7,1149
774,22,6,796
628,517,8,1145
352,623,6,975
900,227,4,1127
852,894,8,1746
733,373,9,1106
499,399,9,898
327,354,10,681
547,13,9,560
303,769,5,1072
580,442,10,1022
609,946,2,1555
135,141,4,276
598,248,9,846
648,699,10,1347
884,585,5,1469
550,805,10,1355
0,426,1,426
435,402,9,837
802,728,6,1530
283,344,10,627
826,248,9,1074
927,450,6,1377
495,287,8,782
757,533,10,1290
249,214,9,463
313,542,3,855
712,329,4,1041
495,216,9,711
649,232,5,881
716,337,7,1053
974,723,5,1697
35,77,9,112
656,591,7,1247
36,300,10,336
546,92,10,638
842,145,8,987
637,358,6,995
234,12,5,246
958,501,2,1459
707,551,3,1258
482,953,9,1435
943,282,6,1225
833,249,6,1082
866,486,10,1352
233,732,4,965
154,753,8,907
285,439,1,724
770,638,6,1408
21,972,9,993
71,951,9,1022
905,309,9,1214
94,149,6,243
142,89,1,231
984,168,3,1152
204,248,2,452
367,662,5,1029
578,610,2,1188
481,350,10,831
149,507,6,656
580,891,5,1471
463,542,9,1005
31,798,5,829
827,827,1,1654
885,670,4,1555
235,440,10,675
429,927,10,1356
116,904,8,1020
660,847,6,1507
270,227,3,497
542,158,8,700
931,620,8,1551
727,68,10,795
296,538,3,834
907,633,1,1540
669,646,7,1315
189,683,7,872
94,871,9,965
63,846,7,909
793,232,1,1025
306,966,3,1272
939,547,7,1486
90,320,1,410
592,481,8,1073
175,462,8,637
772,240,6,1012
429,414,5,843
111,735,4,846
391,213,8,604
634,528,5,1162
565,460,5,1025
953,615,5,1568
266,212,4,478
166,256,5,422
436,241,1,677
940,950,8,1890
992,763,2,1755
55,830,4,885
246,2,5,248
40,687,5,727
369,17,1,386
274,483,9,757
556,688,1,1244
93,818,10,911
212,293,9,505
173,521,3,694
116,805,7,921
557,57,1,614
403,986,6,1389
961,571,9,1532
924,53,8,977
756,907,2,1663
718,31,10,749
503,856,10,1359
104,828,5,932
22,330,10,352
206,402,3,608
413,271,2,684
408,684,4,1092
935,771,4,1706
123,887,3,1010
948,18,3,966
933,83,8,1016
733,896,7,1629
323,552,7,875
825,297,6,1122
486,421,7,907
385,871,2,1256
887,887,8,1774
953,302,6,1255
784,657,10,1441
234,556,5,790
322,864,6,1186
767,968,10,1735
48,811,10,859
983,64,2,1047
723,367,6,1090
486,950,9,1436
90,493,6,583
381,463,5,844
840,998,6,1838
20,194,9,214
691,163,3,854
471,465,8,936
476,187,10,663
48,749,4,797
145,891,1,1036
982,338,5,1320
389,670,6,1059
156,407,9,563
339,357,4,696
323,798,5,1121
969,522,6,1491
922,360,10,1282
676,141,8,817
769,192,8,961
935,817,3,1752
605,753,5,1358
287,317,5,604
368,2,10,370
509,844,9,1353
551,157,2,708
718,973,10,1691
677,102,10,779
904,643,6,1547
987,316,2,1303
960,495,4,1455
239,333,4,572
386,971,1,1357
862,144,4,1006
132,221,1,353
303,488,1,791
503,616,9,1119
594,57,7,651
199,613,7,812
67,977,8,1044
113,420,8,533
560,198,7,758
619,804,2,1423
494,387,3,881
312,787,6,1099
947,705,5,1652
772,381,10,1153
43,467,1,510
888,487,6,1375
573,65,4,638
169,510,1,679
495,701,4,1196
990,208,6,1198
109,852,1,961
931,398,8,1329
126,175,2,301
580,235,6,815
120,366,3,486
153,545,1,698
279,782,2,1061
481,532,5,1013
36,782,3,818
886,768,8,1654
738,410,2,1148
641,381,6,1022
358,973,6,1331
109,427,6,536
866,10,9,876
897,78,5,975
877,639,10,1516
18,803,6,821
654,24,2,678
500,866,4,1366
585,551,9,1136
779,655,2,1434
945,175,6,1120
835,39,3,874
12,321,9,333
436,291,4,727
82,76,2,158
586,161,4,747
788,257,1,1045
253,49,7,302
682,394,1,1076
258,89,4,347
811,102,2,913
765,963,5,1728
49,85,10,134
258,428,8,686
877,218,3,1095
56,97,4,153
824,993,5,1817
181,184,2,365
824,588,3,1412
115,917,1,1032
168,605,8,773
189,401,10,590
171,827,9,998
932,531,9,1463
19,195,8,214
710,497,10,1207
250,746,2,996
297,781,4,1078
611,371,4,982
330,67,9,397
138,333,8,471
41,481,1,522
362,198,6,560
774,548,10,1322
596,903,5,1499
568,468,9,1036
112,372,3,484
207,181,8,388
377,151,4,528
926,572,4,1498
464,112,2,576
885,215,9,1100
671,930,8,1601
928,652,6,1580
835,518,7,1353
318,641,5,959
102,102,6,204
640,298,1,938
780,750,6,1530
774,488,9,1262
717,630,4,1347
281,419,10,700
402,360,3,762
149,433,5,582
856,175,7,1031
772,79,6,851
943,615,7,1558
180,212,5,392
76,356,9,432
853,308,5,1161
885,219,9,1104
157,612,9,769
388,542,5,930
779,196,3,975
97,672,6,769
16,157,10,173
882,797,10,1679
880,488,1,1368
749,72,5,821
890,577,5,1467
703,303,5,1006
238,425,3,663
123,778,2,901
356,180,8,536
126,435,6,561
418,423,10,841
828,682,6,1510
941,281,2,1222
121,909,2,1030
51,500,6,551
128,370,2,498
496,61,3,557
55,122,2,177
156,416,7,572
974,123,1,1097
984,221,9,1205
943,141,3,1084
598,63,4,661
134,893,3,1027
69,86,7,155
325,964,7,1289
812,926,10,1738
588,732,1,1320
868,721,7,1589
34,424,2,458
248,455,10,703
528,885,6,1413
225,853,7,1078
201,550,5,751
805,117,8,922
895,751,5,1646
117,814,8,931
355,587,3,942
972,226,4,1198
66,199,7,265
13,414,5,427
613,892,5,1505
624,644,6,1268
938,303,7,1241
737,77,5,814
507,835,5,1342
9,9,5,18
252,830,3,1082
930,377,7,1307
624,228,10,852
95,59,10,154
114,747,4,861
218,725,7,943
184,589,1,773
927,701,10,1628
690,808,7,1498
147,158,3,305
161,52,7,213
268,686,8,954
918,635,2,1553
438,866,8,1304
280,886,7,1166
242,236,6,478
62,166,7,228
787,271,8,1058
407,797,10,1204
730,334,7,1064
948,623,8,1571
301,535,3,836
42,874,5,916
742,71,6,813
947,270,5,1217
108,204,2,312
969,977,4,1946
899,61,10,960
522,534,1,1056
418,883,7,1301
7,551,8,558
663,993,4,1656
158,807,4,965
765,391,5,1156
149,470,3,619
433,332,3,765
850,323,1,1173
434,431,1,865
625,80,4,705
412,630,3,1042
803,126,3,929
74,590,9,664
184,719,10,903
38,89,7,127
431,195,6,626
156,549,8,705
597,687,10,1284
902,90,1,992
989,578,6,1567
452,528,6,980
615,587,6,1202
139,287,7,426
636,122,7,758
749,445,3,1194
508,813,6,1321
353,394,9,747
26,17,5,43
441,513,5,954
605,306,6,911
589,178,4,767
194,303,10,497
857,746,4,1603
492,14,5,506
922,701,5,1623
23,961,10,984
570,399,1,969
569,118,4,687
123,83,4,206
936,188,4,1124
894,856,6,1750
766,254,7,1020
360,411,4,771
643,547,8,1190
801,164,5,965
616,466,2,1082
320,4,9,324
688,707,2,1395
931,403,8,1334
968,981,1,1949
103,907,10,1010
728,39,7,767
561,103,7,664
364,998,6,1362
246,565,1,811
206,482,7,688
54,281,7,335
47,635,5,682
155,961,5,1116
646,59,1,705
562,59,5,621
877,286,9,1163
929,536,10,1465
598,209,7,807
887,696,8,1583
657,302,1,959
659,983,1,1642
72,786,4,858
727,602,2,1329
927,737,5,1664
398,821,8,1219
788,397,8,1185
696,483,8,1179
101,121,10,222
982,3,6,985
833,721,2,1554
299,274,8,573
771,863,1,1634
192,540,9,732
630,266,2,896
551,810,9,1361
103,448,6,551
5,226,6,231
967,123,4,1090
36,950,2,986
344,721,1,1065
420,596,9,1016
916,244,10,1160
786,764,3,1550
65,90,2,155
823,669,4,1492
221,744,2,965
775,138,6,913
222,945,6,1167
733,508,9,1241
378,82,10,460
271,329,3,600
187,486,5,673
475,511,7,986
762,234,9,996
967,483,9,1450
673,181,7,854
742,36,9,778
478,668,3,1146
333,213,5,546
438,718,4,1156
841,453,8,1294
899,489,8,1388
214,322,10,536
2,596,6,598
646,26,1,672
848,668,9,1516
510,312,1,822
284,731,9,1015
194,917,5,1111
456,951,4,1407
412,873,7,1285
66,853,5,919
775,185,2,960
941,571,2,1512
800,353,1,1153
202,933,4,1135
284,50,3,334
567,866,4,1433
737,534,2,1271
820,503,1,1323
876,914,2,1790
271,169,5,440
279,511,8,790
639,141,3,780
26,778,8,804
115,522,1,637
112,552,5,664
354,222,2,576
406,422,6,828
378,553,3,931
143,367,5,510
546,134,8,680
149,682,4,831
457,502,10,959
573,689,3,1262
38,896,4,934
868,177,3,1045
61,391,1,452
619,114,2,733
555,49,5,604
530,450,10,980
939,957,5,1896
671,30,10,701
623,856,2,1479
798,528,9,1326
792,876,5,1668
661,879,2,1540
866,211,5,1077
750,509,1,1259
69,811,8,880
412,171,2,583
388,724,6,1112
706,641,4,1347
866,599,2,1465
190,755,3,945
887,668,8,1555
992,1,7,993
904,37,1,941
731,701,6,1432
278,913,2,1191
154,210,2,364
766,718,2,1484
606,470,8,1076
120,234,7,354
653,871,4,1524
643,61,9,704
89,34,6,123
616,457,8,1073
2,605,10,607
290,723,2,1013
211,684,3,895
678,86,8,764
769,273,6,1042
509,316,3,825
395,920,10,1315
800,110,4,910
434,215,3,649
673,582,7,1255
381,774,2,1155
754,880,9,1634
620,961,2,1581
669,660,1,1329
126,779,2,905
249,463,4,712
254,588,5,842
827,640,5,1467
132,741,8,873
949,650,3,1599
149,703,9,852
658,722,3,1380
366,823,5,1189
203,77,7,280
228,235,2,463
161,929,2,1090
188,7,7,195
741,191,3,932
549,738,8,1287
205,648,8,853
981,678,10,1659
940,938,5,1878
943,649,8,1592
800,253,1,1053
603,990,2,1593
939,426,4,1365
103,417,1,520
513,963,8,1476
556,876,6,1432
611,414,9,1025
641,1,10,642
427,163,8,590
997,333,4,1330
44,790,9,834
586,88,4,674
394,896,7,1290
634,118,8,752
723,375,3,1098
730,410,10,1140
119,729,9,848
546,108,7,654
972,820,10,1792
763,52,4,815
279,219,10,498
724,642,4,1366
825,388,1,1213
367,639,5,1006
965,196,9,1161
392,296,1,688
947,373,2,1320
308,737,8,1045
485,110,6,595
271,876,1,1147
783,796,1,1579
651,942,6,1593
935,47,2,982
